snapshot_idx	step_idx	elapsed_s	label	point_idx	x_cm	y_cm
0	-1	0.000	initial_follow_path	0	-270.020	1740.039
0	-1	0.000	initial_follow_path	1	-263.770	1746.289
0	-1	0.000	initial_follow_path	2	-257.520	1752.539
0	-1	0.000	initial_follow_path	3	-251.270	1758.789
0	-1	0.000	initial_follow_path	4	-245.020	1765.039
0	-1	0.000	initial_follow_path	5	-251.270	1758.789
0	-1	0.000	initial_follow_path	6	-257.520	1752.539
0	-1	0.000	initial_follow_path	7	-263.770	1746.289
0	-1	0.000	initial_follow_path	8	-270.020	1740.039
0	-1	0.000	initial_follow_path	9	-276.270	1733.789
0	-1	0.000	initial_follow_path	10	-282.520	1727.539
0	-1	0.000	initial_follow_path	11	-288.770	1721.289
0	-1	0.000	initial_follow_path	12	-295.020	1715.039
0	-1	0.000	initial_follow_path	13	-301.270	1708.789
0	-1	0.000	initial_follow_path	14	-307.520	1702.539
0	-1	0.000	initial_follow_path	15	-313.770	1696.289
0	-1	0.000	initial_follow_path	16	-320.020	1690.039
0	-1	0.000	initial_follow_path	17	-326.270	1683.789
0	-1	0.000	initial_follow_path	18	-332.520	1677.539
0	-1	0.000	initial_follow_path	19	-338.770	1671.289
0	-1	0.000	initial_follow_path	20	-345.020	1665.039
0	-1	0.000	initial_follow_path	21	-351.270	1658.789
0	-1	0.000	initial_follow_path	22	-357.520	1652.539
0	-1	0.000	initial_follow_path	23	-363.770	1646.289
0	-1	0.000	initial_follow_path	24	-370.020	1640.039
0	-1	0.000	initial_follow_path	25	-376.270	1633.789
0	-1	0.000	initial_follow_path	26	-382.520	1627.539
0	-1	0.000	initial_follow_path	27	-388.770	1621.289
0	-1	0.000	initial_follow_path	28	-395.020	1615.039
0	-1	0.000	initial_follow_path	29	-401.270	1608.789
0	-1	0.000	initial_follow_path	30	-407.520	1602.539
0	-1	0.000	initial_follow_path	31	-413.770	1596.289
0	-1	0.000	initial_follow_path	32	-420.020	1590.039
0	-1	0.000	initial_follow_path	33	-426.270	1583.789
0	-1	0.000	initial_follow_path	34	-432.520	1577.539
0	-1	0.000	initial_follow_path	35	-438.770	1571.289
0	-1	0.000	initial_follow_path	36	-445.020	1565.039
0	-1	0.000	initial_follow_path	37	-451.270	1558.789
0	-1	0.000	initial_follow_path	38	-457.520	1552.539
0	-1	0.000	initial_follow_path	39	-463.770	1546.289
0	-1	0.000	initial_follow_path	40	-470.020	1540.039
0	-1	0.000	initial_follow_path	41	-476.270	1533.789
0	-1	0.000	initial_follow_path	42	-482.520	1527.539
0	-1	0.000	initial_follow_path	43	-488.770	1521.289
0	-1	0.000	initial_follow_path	44	-495.020	1515.039
0	-1	0.000	initial_follow_path	45	-501.270	1508.789
0	-1	0.000	initial_follow_path	46	-507.520	1502.539
0	-1	0.000	initial_follow_path	47	-513.770	1496.289
