step_idx	elapsed_s	attempted	trigger	planner_rebuilt	previous_path_points	raw_path_points	follow_path_points	status
0	0.000	0	none	0	649	0	649	not_attempted
1	0.280	0	none	0	649	0	649	not_attempted
2	0.530	0	none	0	649	0	649	not_attempted
3	0.778	0	none	0	649	0	649	not_attempted
4	1.072	0	none	0	649	0	649	not_attempted
5	1.309	0	none	0	649	0	649	not_attempted
6	1.543	0	none	0	649	0	649	not_attempted
7	1.772	0	none	0	649	0	649	not_attempted
8	2.002	0	none	0	649	0	649	not_attempted
9	2.237	0	none	0	649	0	649	not_attempted
10	2.487	0	none	0	649	0	649	not_attempted
11	2.741	0	none	0	649	0	649	not_attempted
12	3.012	0	none	0	649	0	649	not_attempted
13	3.408	0	none	0	649	0	649	not_attempted
14	3.683	0	none	0	649	0	649	not_attempted
15	3.956	0	none	0	649	0	649	not_attempted
16	4.222	0	none	0	649	0	649	not_attempted
17	4.486	0	none	0	649	0	649	not_attempted
18	4.764	0	none	0	649	0	649	not_attempted
19	5.025	0	none	0	649	0	649	not_attempted
20	5.291	0	none	0	649	0	649	not_attempted
21	5.721	0	none	0	649	0	649	not_attempted
22	5.981	0	none	0	649	0	649	not_attempted
23	6.241	0	none	0	649	0	649	not_attempted
24	6.548	0	none	0	649	0	649	not_attempted
25	6.816	0	none	0	649	0	649	not_attempted
26	7.108	0	none	0	649	0	649	not_attempted
27	7.369	0	none	0	649	0	649	not_attempted
28	7.635	0	none	0	649	0	649	not_attempted
29	7.902	0	none	0	649	0	649	not_attempted
30	8.169	0	none	0	649	0	649	not_attempted
31	8.441	0	none	0	649	0	649	not_attempted
32	8.702	0	none	0	649	0	649	not_attempted
33	8.960	0	none	0	649	0	649	not_attempted
34	9.222	0	none	0	649	0	649	not_attempted
35	9.522	0	none	0	649	0	649	not_attempted
36	9.786	0	none	0	649	0	649	not_attempted
37	10.051	0	none	0	649	0	649	not_attempted
38	10.309	0	none	0	649	0	649	not_attempted
39	10.593	0	none	0	649	0	649	not_attempted
40	10.863	0	none	0	649	0	649	not_attempted
41	11.171	0	none	0	649	0	649	not_attempted
42	11.439	0	none	0	649	0	649	not_attempted
43	11.703	0	none	0	649	0	649	not_attempted
44	11.997	0	none	0	649	0	649	not_attempted
45	12.272	0	none	0	649	0	649	not_attempted
46	12.542	0	none	0	649	0	649	not_attempted
47	12.836	0	none	0	649	0	649	not_attempted
48	13.112	0	none	0	649	0	649	not_attempted
49	13.384	0	none	0	649	0	649	not_attempted
50	13.658	0	none	0	649	0	649	not_attempted
51	13.922	0	none	0	649	0	649	not_attempted
52	14.184	0	none	0	649	0	649	not_attempted
53	14.460	0	none	0	649	0	649	not_attempted
54	14.723	0	none	0	649	0	649	not_attempted
55	14.994	0	none	0	649	0	649	not_attempted
56	15.277	0	none	0	649	0	649	not_attempted
57	15.540	0	none	0	649	0	649	not_attempted
58	15.797	0	none	0	649	0	649	not_attempted
59	16.075	0	none	0	649	0	649	not_attempted
60	16.500	0	none	0	649	0	649	not_attempted
61	16.773	0	none	0	649	0	649	not_attempted
62	17.043	0	none	0	649	0	649	not_attempted
63	17.309	0	none	0	649	0	649	not_attempted
64	17.590	0	none	0	649	0	649	not_attempted
65	17.869	0	none	0	649	0	649	not_attempted
66	18.132	0	none	0	649	0	649	not_attempted
67	18.403	0	none	0	649	0	649	not_attempted
68	18.676	0	none	0	649	0	649	not_attempted
69	18.979	0	none	0	649	0	649	not_attempted
70	19.265	0	none	0	649	0	649	not_attempted
71	19.593	0	none	0	649	0	649	not_attempted
72	19.927	0	none	0	649	0	649	not_attempted
73	20.429	0	none	0	649	0	649	not_attempted
74	20.731	0	none	0	649	0	649	not_attempted
75	21.005	0	none	0	649	0	649	not_attempted
76	21.291	0	none	0	649	0	649	not_attempted
77	21.569	0	none	0	649	0	649	not_attempted
78	21.868	0	none	0	649	0	649	not_attempted
79	22.156	0	none	0	649	0	649	not_attempted
80	22.439	0	none	0	649	0	649	not_attempted
81	22.747	0	none	0	649	0	649	not_attempted
82	23.044	0	none	0	649	0	649	not_attempted
83	23.311	0	none	0	649	0	649	not_attempted
84	23.674	0	none	0	649	0	649	not_attempted
85	24.024	0	none	0	649	0	649	not_attempted
86	24.307	0	none	0	649	0	649	not_attempted
87	24.635	0	none	0	649	0	649	not_attempted
88	24.926	0	none	0	649	0	649	not_attempted
89	25.206	0	none	0	649	0	649	not_attempted
90	25.483	0	none	0	649	0	649	not_attempted
91	25.767	0	none	0	649	0	649	not_attempted
92	26.140	0	none	0	649	0	649	not_attempted
93	26.410	0	none	0	649	0	649	not_attempted
94	26.700	0	none	0	649	0	649	not_attempted
95	26.996	0	none	0	649	0	649	not_attempted
96	27.282	0	none	0	649	0	649	not_attempted
97	27.558	0	none	0	649	0	649	not_attempted
98	27.826	0	none	0	649	0	649	not_attempted
99	28.103	0	none	0	649	0	649	not_attempted
100	28.403	0	none	0	649	0	649	not_attempted
