elapsed_s,step_idx,iso_time,throttle_cmd,steering_cmd,brakes_cmd,lidar_00_cm,lidar_01_cm,lidar_02_cm,lidar_03_cm,lidar_04_cm,lidar_05_cm,lidar_06_cm,lidar_07_cm,lidar_08_cm,lidar_09_cm,lidar_10_cm,lidar_11_cm,lidar_12_cm,lidar_13_cm,lidar_14_cm,lidar_15_cm,lidar_16_cm,telemetry_throttle,telemetry_steering,telemetry_speed
3.234,60,2026-03-15T16:07:11.227,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.281,61,2026-03-15T16:07:11.281,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.343,62,2026-03-15T16:07:11.335,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.390,63,2026-03-15T16:07:11.386,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.437,64,2026-03-15T16:07:11.439,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.500,65,2026-03-15T16:07:11.491,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.547,66,2026-03-15T16:07:11.544,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.609,67,2026-03-15T16:07:11.597,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.656,68,2026-03-15T16:07:11.651,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.703,69,2026-03-15T16:07:11.703,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.740,-1.000,961.140,-1.000,0.000,0.000,0.000
3.765,70,2026-03-15T16:07:11.767,0.000,0.000,1,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,0.000,0.000,0.000
3.828,71,2026-03-15T16:07:11.829,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
3.890,72,2026-03-15T16:07:11.881,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
3.937,73,2026-03-15T16:07:11.933,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
3.984,74,2026-03-15T16:07:11.985,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.047,75,2026-03-15T16:07:12.037,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.093,76,2026-03-15T16:07:12.090,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.140,77,2026-03-15T16:07:12.142,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.203,78,2026-03-15T16:07:12.195,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.250,79,2026-03-15T16:07:12.247,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.312,80,2026-03-15T16:07:12.300,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.359,81,2026-03-15T16:07:12.353,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.406,82,2026-03-15T16:07:12.406,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.468,83,2026-03-15T16:07:12.460,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.515,84,2026-03-15T16:07:12.511,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.578,85,2026-03-15T16:07:12.565,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.625,86,2026-03-15T16:07:12.619,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.672,87,2026-03-15T16:07:12.671,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.734,88,2026-03-15T16:07:12.726,-100.000,-1.000,0,0.000,519.660,-1.000,569.690,895.460,431.000,442.580,405.480,405.630,642.160,315.280,306.410,654.170,790.730,-1.000,961.140,-1.000,-100.000,1.000,0.000
4.812,89,2026-03-15T16:07:12.804,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
4.875,90,2026-03-15T16:07:12.861,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
4.922,91,2026-03-15T16:07:12.913,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
4.968,92,2026-03-15T16:07:12.966,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.031,93,2026-03-15T16:07:13.018,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.078,94,2026-03-15T16:07:13.072,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.125,95,2026-03-15T16:07:13.124,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.187,96,2026-03-15T16:07:13.177,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.234,97,2026-03-15T16:07:13.229,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.281,98,2026-03-15T16:07:13.281,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.343,99,2026-03-15T16:07:13.333,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.390,100,2026-03-15T16:07:13.385,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.437,101,2026-03-15T16:07:13.438,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.500,102,2026-03-15T16:07:13.491,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.547,103,2026-03-15T16:07:13.545,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.609,104,2026-03-15T16:07:13.597,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.656,105,2026-03-15T16:07:13.650,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.703,106,2026-03-15T16:07:13.703,-100.000,-1.000,0,0.000,519.650,-1.000,569.680,895.440,430.990,442.580,405.480,405.620,642.150,315.270,306.400,654.150,790.730,-1.000,961.150,-1.000,-100.000,1.000,0.000
5.781,107,2026-03-15T16:07:13.768,-100.000,-1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,1.000,-1.400
5.843,108,2026-03-15T16:07:13.833,-100.000,0.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,0.000,-1.400
5.890,109,2026-03-15T16:07:13.889,-100.000,1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,-1.000,-1.400
5.953,110,2026-03-15T16:07:13.940,-100.000,1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,-1.000,-1.400
6.000,111,2026-03-15T16:07:13.994,-100.000,1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,-1.000,-1.400
6.047,112,2026-03-15T16:07:14.045,-100.000,1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,-1.000,-1.400
6.109,113,2026-03-15T16:07:14.098,-100.000,1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,-1.000,-1.400
6.156,114,2026-03-15T16:07:14.150,-100.000,1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,-1.000,-1.400
6.203,115,2026-03-15T16:07:14.202,-100.000,1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,-1.000,-1.400
6.265,116,2026-03-15T16:07:14.254,-100.000,1.000,0,0.000,476.290,-1.000,524.790,780.160,398.470,410.550,393.100,414.160,596.530,391.870,388.840,749.820,-1.000,-1.000,944.890,776.490,-100.000,-1.000,-1.400
