iso_time_utc	mono_s	phase	rover_x_m	rover_y_m	rover_z_m	dist_to_real_ltv_m	ping_strength	goal_dist_cm
2026-04-07T00:04:02Z	1756503.730	drive	-5664.300	-10080.500	1440.500	788.442	1.000	41845.060
2026-04-07T00:04:03Z	1756504.883	drive	-5664.300	-10080.500	1440.500	788.442	1.000	41845.060
2026-04-07T00:04:04Z	1756506.046	drive	-5664.300	-10080.500	1440.500	788.442	1.000	41845.060
2026-04-07T00:04:05Z	1756507.185	drive	-5664.300	-10080.500	1440.500	788.442	1.000	41845.060
2026-04-07T00:04:06Z	1756508.349	drive	-5664.400	-10080.601	1440.500	788.306	1.000	41831.758
2026-04-07T00:04:08Z	1756509.498	drive	-5664.400	-10080.700	1440.500	788.219	1.000	41822.710
2026-04-07T00:04:09Z	1756510.702	drive	-5664.500	-10080.900	1440.500	787.995	1.000	41800.339
2026-04-07T00:04:10Z	1756511.765	drive	-5664.500	-10081.000	1440.500	787.908	1.000	41791.291
2026-04-07T00:04:11Z	1756512.925	drive	-5664.600	-10081.200	1440.500	787.684	1.000	41768.920
2026-04-07T00:04:12Z	1756514.138	drive	-5664.700	-10081.400	1440.500	787.461	1.000	41746.549
2026-04-07T00:04:13Z	1756515.234	drive	-5665.000	-10081.800	1440.500	786.966	1.000	41697.731
2026-04-07T00:04:15Z	1756516.926	drive	-5665.100	-10082.101	1440.600	786.652	1.000	41666.223
2026-04-07T00:04:16Z	1756518.074	drive	-5665.300	-10082.400	1440.600	786.293	1.000	41630.619
2026-04-07T00:04:17Z	1756519.217	drive	-5665.700	-10083.000	1440.600	785.575	1.000	41559.434
2026-04-07T00:04:18Z	1756520.359	drive	-5666.000	-10083.500	1440.700	784.990	1.000	41501.482
2026-04-07T00:04:20Z	1756521.476	drive	-5666.300	-10084.000	1440.700	784.407	1.000	41443.511
2026-04-07T00:04:21Z	1756522.598	drive	-5666.700	-10084.500	1440.700	783.776	1.000	41381.385
2026-04-07T00:04:22Z	1756523.725	drive	-5666.800	-10085.000	1440.800	783.288	1.000	41331.769
2026-04-07T00:04:23Z	1756524.881	drive	-5666.700	-10085.300	1440.800	783.074	1.000	41308.707
2026-04-07T00:04:24Z	1756526.176	drive	-5666.700	-10085.400	1440.800	782.986	1.000	41299.569
2026-04-07T00:04:25Z	1756527.211	drive	-5666.700	-10085.400	1440.800	782.986	1.000	41299.569
2026-04-07T00:04:26Z	1756528.314	drive	-5666.700	-10085.400	1440.800	782.986	1.000	41299.569
2026-04-07T00:04:28Z	1756529.493	drive	-5666.700	-10085.400	1440.800	782.986	1.000	41299.569
2026-04-07T00:04:29Z	1756530.560	drive	-5666.700	-10085.400	1440.800	782.986	1.000	41299.569
2026-04-07T00:04:30Z	1756531.768	drive	-5666.700	-10085.400	1440.800	782.986	1.000	41299.569
2026-04-07T00:04:31Z	1756532.893	drive	-5666.600	-10085.300	1440.800	783.123	1.000	41312.891
2026-04-07T00:04:32Z	1756533.930	drive	-5666.300	-10085.101	1440.800	783.443	1.000	41343.525
2026-04-07T00:04:33Z	1756535.101	drive	-5665.900	-10084.900	1440.700	783.815	1.000	41378.471
2026-04-07T00:04:35Z	1756536.449	drive	-5664.900	-10084.101	1440.700	785.000	1.000	41493.036
2026-04-07T00:04:36Z	1756537.560	drive	-5664.300	-10083.800	1440.600	785.558	1.000	41545.551
2026-04-07T00:05:07Z	1756568.547	drive	-5661.000	-10081.601	1440.400	789.094	1.000	41884.537
2026-04-07T00:05:08Z	1756569.724	drive	-5661.000	-10081.601	1440.400	789.094	1.000	41884.537
2026-04-07T00:05:09Z	1756570.720	drive	-5661.000	-10081.500	1440.400	789.181	1.000	41893.639
2026-04-07T00:05:10Z	1756571.796	drive	-5660.800	-10081.500	1440.400	789.279	1.000	41902.143
2026-04-07T00:05:11Z	1756572.993	drive	-5660.600	-10081.400	1440.400	789.464	1.000	41919.685
2026-04-07T00:05:12Z	1756574.155	drive	-5660.300	-10081.300	1440.400	789.699	1.000	41941.570
2026-04-07T00:05:13Z	1756575.274	drive	-5660.100	-10081.101	1440.400	789.970	1.000	41968.132
2026-04-07T00:05:15Z	1756576.424	drive	-5659.900	-10081.000	1440.300	790.159	1.000	41985.778
2026-04-07T00:05:16Z	1756577.555	drive	-5660.000	-10081.000	1440.400	790.107	1.000	41981.502
2026-04-07T00:05:17Z	1756578.570	drive	-5660.100	-10081.101	1440.400	789.970	1.000	41968.132
2026-04-07T00:05:18Z	1756579.619	drive	-5660.100	-10081.101	1440.400	789.970	1.000	41968.132
2026-04-07T00:05:19Z	1756580.729	drive	-5660.000	-10081.101	1440.400	790.019	1.000	41972.407
2026-04-07T00:05:20Z	1756581.896	drive	-5659.800	-10081.000	1440.400	790.205	1.000	41990.035
2026-04-07T00:05:21Z	1756583.089	drive	-5659.600	-10080.900	1440.300	790.393	1.000	42007.600
2026-04-07T00:05:22Z	1756584.202	drive	-5659.400	-10080.700	1440.300	790.665	1.000	42034.261
2026-04-07T00:05:23Z	1756585.351	drive	-5659.300	-10080.500	1440.300	790.888	1.000	42056.617
2026-04-07T00:05:25Z	1756586.465	drive	-5659.300	-10080.601	1440.300	790.801	1.000	42047.527
2026-04-07T00:05:26Z	1756587.635	drive	-5659.300	-10080.500	1440.300	790.888	1.000	42056.617
2026-04-07T00:05:27Z	1756588.893	drive	-5659.100	-10080.400	1440.300	791.073	1.000	42074.190
2026-04-07T00:05:28Z	1756589.909	drive	-5658.900	-10080.200	1440.300	791.346	1.000	42100.856
2026-04-07T00:05:29Z	1756590.989	drive	-5658.800	-10080.000	1440.300	791.569	1.000	42123.213
2026-04-07T00:05:30Z	1756592.096	drive	-5658.600	-10079.800	1440.300	791.842	1.000	42149.881
2026-04-07T00:05:31Z	1756593.217	drive	-5658.600	-10079.700	1440.300	791.929	1.000	42158.880
2026-04-07T00:05:32Z	1756594.395	drive	-5658.600	-10079.700	1440.300	791.929	1.000	42158.880
2026-04-07T00:05:34Z	1756595.615	drive	-5658.600	-10079.800	1440.300	791.842	1.000	42149.881
2026-04-07T00:05:35Z	1756596.754	drive	-5658.700	-10080.000	1440.300	791.618	1.000	42127.503
2026-04-07T00:05:36Z	1756597.872	drive	-5658.900	-10080.300	1440.300	791.259	1.000	42091.856
2026-04-07T00:05:37Z	1756599.046	drive	-5659.100	-10080.601	1440.300	790.899	1.000	42056.101
2026-04-07T00:05:38Z	1756600.197	drive	-5659.300	-10080.900	1440.300	790.540	1.000	42020.434
2026-04-07T00:05:39Z	1756601.356	drive	-5659.800	-10082.000	1440.400	789.334	1.000	41899.655
2026-04-07T00:05:41Z	1756602.549	drive	-5660.200	-10082.700	1440.400	788.528	1.000	41819.254
2026-04-07T00:05:42Z	1756603.669	drive	-5660.600	-10083.601	1440.500	787.545	1.000	41720.764
2026-04-07T00:05:43Z	1756604.831	drive	-5661.000	-10084.601	1440.500	786.478	1.000	41613.273
2026-04-07T00:05:44Z	1756605.976	drive	-5661.400	-10085.500	1440.500	785.498	1.000	41514.871
2026-04-07T00:05:45Z	1756607.112	drive	-5661.700	-10086.500	1440.600	784.477	1.000	41411.653
2026-04-07T00:05:46Z	1756608.292	drive	-5661.900	-10087.400	1440.600	783.596	1.000	41321.755
2026-04-07T00:05:48Z	1756609.430	drive	-5662.300	-10089.400	1440.700	781.656	1.000	41123.965
2026-04-07T00:05:49Z	1756610.628	drive	-5662.500	-10090.400	1440.700	780.688	1.000	41025.113
2026-04-07T00:05:50Z	1756611.825	drive	-5662.700	-10091.300	1440.700	779.807	1.000	40935.330
2026-04-07T00:05:51Z	1756613.044	drive	-5662.900	-10092.300	1440.700	778.839	1.000	40836.507
2026-04-07T00:05:52Z	1756614.157	drive	-5663.300	-10093.400	1440.800	777.682	1.000	40719.952
2026-04-07T00:05:53Z	1756615.267	drive	-5663.700	-10094.400	1440.800	776.615	1.000	40612.491
2026-04-07T00:05:54Z	1756616.404	drive	-5665.100	-10096.200	1441.000	774.354	1.000	40389.705
2026-04-07T00:05:55Z	1756617.415	drive	-5665.800	-10097.000	1441.100	773.310	1.000	40287.356
2026-04-07T00:05:57Z	1756618.642	drive	-5666.600	-10097.800	1441.200	772.218	1.000	40180.746
2026-04-07T00:05:58Z	1756619.588	drive	-5667.400	-10098.700	1441.300	771.038	1.000	40065.086
2026-04-07T00:05:59Z	1756620.695	drive	-5668.100	-10099.400	1441.400	770.081	1.000	39971.811
2026-04-07T00:06:00Z	1756621.853	drive	-5669.000	-10100.300	1441.400	768.855	1.000	39852.016
2026-04-07T00:06:01Z	1756622.972	drive	-5669.700	-10101.000	1441.500	767.899	1.000	39758.805
2026-04-07T00:06:02Z	1756624.136	drive	-5670.500	-10101.700	1441.500	766.896	1.000	39661.380
2026-04-07T00:06:03Z	1756625.242	drive	-5671.300	-10102.500	1441.500	765.807	1.000	39554.963
2026-04-07T00:06:05Z	1756626.467	drive	-5672.900	-10103.800	1441.600	763.887	1.000	39369.452
2026-04-07T00:06:06Z	1756627.645	drive	-5673.600	-10104.500	1441.600	762.934	1.000	39276.414
2026-04-07T00:06:07Z	1756628.823	drive	-5674.300	-10105.101	1441.600	762.068	1.000	39192.440
2026-04-07T00:06:08Z	1756629.914	drive	-5675.100	-10105.800	1441.600	761.067	1.000	39095.369
2026-04-07T00:06:09Z	1756631.026	drive	-5675.900	-10106.601	1441.700	759.975	1.000	38989.124
2026-04-07T00:06:10Z	1756632.176	drive	-5676.600	-10107.200	1441.700	759.110	1.000	38905.357
2026-04-07T00:06:11Z	1756633.283	drive	-5677.400	-10107.900	1441.700	758.109	1.000	38808.331
2026-04-07T00:06:13Z	1756634.462	drive	-5678.900	-10109.400	1441.700	756.069	1.000	38609.501
2026-04-07T00:06:14Z	1756635.671	drive	-5679.600	-10110.000	1441.700	755.204	1.000	38525.890
2026-04-07T00:06:15Z	1756636.798	drive	-5680.400	-10110.800	1441.800	754.114	1.000	38419.971
2026-04-07T00:06:16Z	1756637.990	drive	-5681.200	-10111.500	1441.800	753.113	1.000	38323.147
2026-04-07T00:06:17Z	1756639.106	drive	-5681.900	-10112.200	1441.800	752.161	1.000	38230.513
2026-04-07T00:06:18Z	1756640.213	drive	-5682.600	-10112.900	1441.900	751.207	1.000	38137.892
2026-04-07T00:06:19Z	1756641.372	drive	-5684.100	-10114.300	1441.900	749.256	1.000	37948.759
2026-04-07T00:06:21Z	1756642.541	drive	-5684.800	-10115.101	1442.000	748.214	1.000	37847.061
2026-04-07T00:06:22Z	1756643.733	drive	-5685.500	-10115.700	1442.000	747.351	1.000	37763.781
2026-04-07T00:06:23Z	1756644.972	drive	-5686.200	-10116.500	1442.000	746.312	1.000	37662.230
2026-04-07T00:06:24Z	1756646.079	drive	-5686.900	-10117.101	1442.100	745.446	1.000	37578.935
2026-04-07T00:06:25Z	1756647.414	drive	-5687.500	-10117.800	1442.100	744.544	1.000	37490.694
2026-04-07T00:06:27Z	1756648.471	drive	-5688.900	-10119.200	1442.100	742.642	1.000	37306.034
2026-04-07T00:06:28Z	1756649.697	drive	-5689.600	-10119.900	1442.100	741.691	1.000	37213.745
2026-04-07T00:06:29Z	1756650.823	drive	-5690.200	-10120.500	1441.900	740.883	1.000	37134.723
