iso_time_utc	mono_s	phase	rover_x_m	rover_y_m	rover_z_m	dist_to_real_ltv_m	ping_strength	goal_dist_cm
2026-04-08T00:51:23Z	30695.562	drive	-5995.200	-10638.601	1460.600	140.721	-31.764	23662.012
2026-04-08T00:51:25Z	30698.140	hold	-5995.200	-10638.601	1460.600	140.721	-31.764	23662.012
2026-04-08T00:51:29Z	30701.281	drive	-5995.200	-10638.601	1460.600	140.721	-31.764	2000.000
2026-04-08T00:51:30Z	30703.015	drive	-5995.200	-10638.601	1460.600	140.721	-31.764	2000.000
2026-04-08T00:51:31Z	30703.421	drive	-5995.200	-10638.601	1460.600	140.721	-31.779	2000.000
2026-04-08T00:51:32Z	30704.421	drive	-5994.800	-10638.400	1460.700	141.054	-31.817	1958.665
2026-04-08T00:51:33Z	30705.546	drive	-5994.400	-10638.000	1460.700	141.575	-31.892	1902.204
2026-04-08T00:51:34Z	30706.843	drive	-5993.900	-10637.601	1460.800	142.131	-31.993	1839.379
2026-04-08T00:51:35Z	30707.890	drive	-5993.500	-10637.300	1460.900	142.558	-32.079	1790.625
2026-04-08T00:51:36Z	30708.968	drive	-5992.900	-10636.800	1461.000	143.247	-32.173	1713.840
2026-04-08T00:51:37Z	30710.046	drive	-5992.300	-10636.300	1461.200	143.935	-32.276	1637.210
2026-04-08T00:51:39Z	30711.187	drive	-5991.700	-10635.800	1461.300	144.625	-32.399	1560.694
2026-04-08T00:51:40Z	30712.296	drive	-5991.100	-10635.200	1461.500	145.408	-32.533	1476.475
2026-04-08T00:51:41Z	30713.406	drive	-5990.400	-10634.601	1461.700	146.230	-32.678	1386.259
2026-04-08T00:51:42Z	30714.468	drive	-5989.700	-10633.900	1461.800	147.147	-32.819	1288.257
2026-04-08T00:51:43Z	30715.562	drive	-5988.800	-10633.000	1461.900	148.328	-32.973	1162.473
2026-04-08T00:51:44Z	30716.734	drive	-5988.100	-10632.300	1462.000	149.247	-33.130	1064.884
2026-04-08T00:51:45Z	30717.796	hold	-5987.300	-10631.400	1461.900	150.391	-33.256	945.492
2026-04-08T00:51:47Z	30720.078	hold	-5986.000	-10630.101	1461.500	152.107	-33.494	765.882
2026-04-08T00:51:48Z	30721.156	drive	-5985.400	-10629.500	1461.400	152.899	-33.609	1867.086
2026-04-08T00:51:50Z	30722.265	drive	-5984.100	-10628.200	1460.800	154.623	-33.699	1919.788
2026-04-08T00:51:51Z	30723.421	drive	-5983.600	-10627.700	1460.500	155.288	-33.771	1944.314
2026-04-08T00:51:52Z	30724.437	drive	-5983.300	-10627.300	1460.400	155.778	-33.851	1956.258
2026-04-08T00:51:53Z	30725.593	drive	-5982.900	-10626.700	1460.200	156.493	-33.967	1971.819
2026-04-08T00:51:54Z	30726.765	drive	-5982.500	-10626.000	1460.000	157.299	-34.062	1986.704
2026-04-08T00:51:55Z	30727.875	drive	-5982.200	-10625.200	1459.700	158.157	-34.150	1992.404
2026-04-08T00:51:56Z	30728.953	drive	-5982.200	-10624.300	1459.500	158.982	-34.211	1970.261
