elapsed_s,step_idx,iso_time,throttle_cmd,steering_cmd,brakes_cmd,lidar_00_cm,lidar_01_cm,lidar_02_cm,lidar_03_cm,lidar_04_cm,lidar_05_cm,lidar_06_cm,lidar_07_cm,lidar_08_cm,lidar_09_cm,lidar_10_cm,lidar_11_cm,lidar_12_cm,lidar_13_cm,lidar_14_cm,lidar_15_cm,lidar_16_cm,telemetry_throttle,telemetry_steering,telemetry_speed
1.080,19,2026-03-22T12:38:51.584,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.133,20,2026-03-22T12:38:51.636,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.185,21,2026-03-22T12:38:51.688,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.237,22,2026-03-22T12:38:51.740,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.289,23,2026-03-22T12:38:51.793,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.342,24,2026-03-22T12:38:51.845,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.394,25,2026-03-22T12:38:51.898,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.448,26,2026-03-22T12:38:51.951,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.500,27,2026-03-22T12:38:52.003,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.552,28,2026-03-22T12:38:52.055,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.604,29,2026-03-22T12:38:52.107,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.658,30,2026-03-22T12:38:52.161,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.711,31,2026-03-22T12:38:52.214,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.763,32,2026-03-22T12:38:52.266,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.815,33,2026-03-22T12:38:52.318,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.867,34,2026-03-22T12:38:52.371,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.920,35,2026-03-22T12:38:52.423,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
1.976,36,2026-03-22T12:38:52.479,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.029,37,2026-03-22T12:38:52.532,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.082,38,2026-03-22T12:38:52.585,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.134,39,2026-03-22T12:38:52.637,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.185,40,2026-03-22T12:38:52.689,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.238,41,2026-03-22T12:38:52.741,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.292,42,2026-03-22T12:38:52.795,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.345,43,2026-03-22T12:38:52.848,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.407,44,2026-03-22T12:38:52.910,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.463,45,2026-03-22T12:38:52.966,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.516,46,2026-03-22T12:38:53.019,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.568,47,2026-03-22T12:38:53.071,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.629,48,2026-03-22T12:38:53.132,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.682,49,2026-03-22T12:38:53.185,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.737,50,2026-03-22T12:38:53.240,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.789,51,2026-03-22T12:38:53.292,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.842,52,2026-03-22T12:38:53.345,0.000,0.000,1,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,0.000,0.000,0.000
2.899,53,2026-03-22T12:38:53.402,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,100.000,0.000,0.000
2.952,54,2026-03-22T12:38:53.455,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,100.000,0.000,0.000
3.004,55,2026-03-22T12:38:53.507,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,100.000,0.000,0.000
3.056,56,2026-03-22T12:38:53.559,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.000,441.430,318.820,465.750,454.760,817.580,319.090,322.980,-1.000,-1.000,-1.000,-1.000,784.800,100.000,0.000,0.000
3.108,57,2026-03-22T12:38:53.612,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.160,58,2026-03-22T12:38:53.663,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.212,59,2026-03-22T12:38:53.716,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.264,60,2026-03-22T12:38:53.767,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.316,61,2026-03-22T12:38:53.820,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.368,62,2026-03-22T12:38:53.872,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.420,63,2026-03-22T12:38:53.924,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.473,64,2026-03-22T12:38:53.976,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.526,65,2026-03-22T12:38:54.029,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.578,66,2026-03-22T12:38:54.081,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.629,67,2026-03-22T12:38:54.133,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.682,68,2026-03-22T12:38:54.185,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.734,69,2026-03-22T12:38:54.237,100.000,0.000,0,0.000,557.760,-1.000,558.360,801.010,441.430,318.820,465.750,454.760,817.580,319.100,322.980,-1.000,-1.000,-1.000,-1.000,784.810,100.000,0.000,0.000
3.794,70,2026-03-22T12:38:54.297,100.000,0.000,0,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,100.000,0.000,0.500
3.849,71,2026-03-22T12:38:54.352,100.000,0.000,0,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,100.000,0.000,0.500
3.901,72,2026-03-22T12:38:54.404,100.000,0.000,0,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,100.000,0.000,0.500
3.953,73,2026-03-22T12:38:54.457,100.000,0.000,0,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,100.000,0.000,0.500
4.006,74,2026-03-22T12:38:54.510,100.000,0.000,0,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,100.000,0.000,0.500
4.063,75,2026-03-22T12:38:54.566,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.116,76,2026-03-22T12:38:54.620,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.170,77,2026-03-22T12:38:54.673,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.222,78,2026-03-22T12:38:54.726,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.275,79,2026-03-22T12:38:54.778,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.327,80,2026-03-22T12:38:54.831,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.380,81,2026-03-22T12:38:54.883,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.433,82,2026-03-22T12:38:54.936,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.485,83,2026-03-22T12:38:54.988,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.539,84,2026-03-22T12:38:55.042,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.592,85,2026-03-22T12:38:55.095,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.646,86,2026-03-22T12:38:55.149,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.698,87,2026-03-22T12:38:55.201,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.750,88,2026-03-22T12:38:55.254,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.803,89,2026-03-22T12:38:55.306,0.000,0.000,1,0.000,566.960,-1.000,567.450,822.920,447.980,318.240,466.160,455.300,827.970,304.760,308.630,-1.000,-1.000,-1.000,-1.000,807.840,0.000,0.000,0.500
4.857,90,2026-03-22T12:38:55.360,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
4.915,91,2026-03-22T12:38:55.418,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
4.967,92,2026-03-22T12:38:55.471,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.021,93,2026-03-22T12:38:55.524,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.073,94,2026-03-22T12:38:55.576,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.126,95,2026-03-22T12:38:55.629,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.180,96,2026-03-22T12:38:55.684,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.233,97,2026-03-22T12:38:55.736,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.285,98,2026-03-22T12:38:55.789,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.338,99,2026-03-22T12:38:55.841,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.391,100,2026-03-22T12:38:55.894,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.443,101,2026-03-22T12:38:55.947,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.495,102,2026-03-22T12:38:55.999,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.548,103,2026-03-22T12:38:56.052,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.602,104,2026-03-22T12:38:56.105,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.655,105,2026-03-22T12:38:56.158,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.707,106,2026-03-22T12:38:56.211,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.760,107,2026-03-22T12:38:56.263,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.813,108,2026-03-22T12:38:56.316,0.000,0.000,1,0.000,594.540,-1.000,594.620,890.460,467.520,310.230,467.320,456.710,859.950,264.960,268.750,-1.000,-1.000,-1.000,-1.000,880.070,0.000,0.000,1.000
5.869,109,2026-03-22T12:38:56.372,0.000,0.000,1,0.000,508.690,-1.000,510.050,691.390,406.330,303.050,462.580,452.610,763.030,409.720,414.410,-1.000,972.280,992.300,-1.000,670.670,0.000,0.000,0.100
5.926,110,2026-03-22T12:38:56.429,0.000,0.000,1,0.000,508.690,-1.000,510.050,691.390,406.330,303.050,462.580,452.610,763.030,409.720,414.410,-1.000,972.280,992.300,-1.000,670.670,0.000,0.000,0.100
5.983,111,2026-03-22T12:38:56.486,0.000,0.000,1,0.000,508.690,-1.000,510.050,691.390,406.330,303.050,462.580,452.610,763.030,409.720,414.410,-1.000,972.280,992.300,-1.000,670.670,0.000,0.000,0.100
6.036,112,2026-03-22T12:38:56.539,0.000,0.000,1,0.000,508.690,-1.000,510.050,691.390,406.330,303.050,462.580,452.610,763.030,409.720,414.410,-1.000,972.280,992.300,-1.000,670.670,0.000,0.000,0.100
6.089,113,2026-03-22T12:38:56.593,0.000,0.000,1,0.000,508.690,-1.000,510.050,691.390,406.330,303.050,462.580,452.610,763.030,409.720,414.410,-1.000,972.280,992.300,-1.000,670.670,0.000,0.000,0.100
6.142,114,2026-03-22T12:38:56.646,0.000,0.000,1,0.000,508.690,-1.000,510.050,691.390,406.330,303.050,462.580,452.610,763.030,409.720,414.410,-1.000,972.280,992.300,-1.000,670.670,0.000,0.000,0.100
6.195,115,2026-03-22T12:38:56.698,0.000,0.000,1,0.000,508.690,-1.000,510.050,691.390,406.330,303.050,462.580,452.610,763.030,409.720,414.410,-1.000,972.280,992.300,-1.000,670.670,0.000,0.000,0.100
6.247,116,2026-03-22T12:38:56.751,0.000,0.000,1,0.000,508.690,-1.000,510.050,691.390,406.330,303.050,462.580,452.610,763.030,409.720,414.410,-1.000,972.280,992.300,-1.000,670.670,0.000,0.000,0.100
