iso_time_utc	mono_s	sample_kind	sample_idx	planned_x_m	planned_y_m	rover_x_m	rover_y_m	rover_z_m	heading_deg	goal_error_m	ping_value	predicted_radius_m	last_known_x_m	last_known_y_m
2026-04-08T04:17:14Z	43046.437	drive	1	-6101.694	-10244.567	-5677.400	-10081.601	1441.100	-157.600	454.515	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:16Z	43048.218	drive	1	-6101.694	-10244.567	-5679.000	-10082.300	1441.200	-156.600	452.770	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:17Z	43050.015	drive	1	-6101.694	-10244.567	-5679.800	-10082.800	1441.300	-153.500	451.844	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:19Z	43051.921	drive	1	-6101.694	-10244.567	-5681.100	-10083.800	1441.400	-144.200	450.273	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:21Z	43053.734	drive	1	-6101.694	-10244.567	-5682.200	-10085.200	1441.500	-130.400	448.746	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:23Z	43055.562	drive	1	-6101.694	-10244.567	-5683.000	-10086.700	1441.600	-118.500	447.467	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:25Z	43057.296	drive	1	-6101.694	-10244.567	-5683.700	-10088.500	1441.800	-114.700	446.179	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:27Z	43059.218	drive	1	-6101.694	-10244.567	-5684.100	-10089.500	1441.900	-114.600	445.456	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:28Z	43061.031	drive	1	-6101.694	-10244.567	-5685.100	-10091.200	1442.000	-116.900	443.928	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:30Z	43062.890	drive	1	-6101.694	-10244.567	-5686.300	-10093.000	1442.100	-126.400	442.182	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:32Z	43064.671	drive	1	-6101.694	-10244.567	-5687.900	-10094.400	1442.300	-140.100	440.200	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:34Z	43066.437	drive	1	-6101.694	-10244.567	-5689.900	-10095.400	1442.400	-154.300	437.979	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:36Z	43068.375	drive	1	-6101.694	-10244.567	-5691.900	-10096.000	1442.400	-162.600	435.894	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:37Z	43070.171	drive	1	-6101.694	-10244.567	-5694.000	-10096.601	1442.400	-163.500	433.715	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:39Z	43071.937	drive	1	-6101.694	-10244.567	-5694.400	-10096.601	1442.500	-162.500	433.339	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:41Z	43073.734	drive	1	-6101.694	-10244.567	-5694.600	-10096.300	1442.500	-161.000	433.254	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:43Z	43075.515	drive	1	-6101.694	-10244.567	-5694.600	-10096.300	1442.300	-159.600	433.254	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:45Z	43077.312	drive	1	-6101.694	-10244.567	-5694.600	-10096.300	1442.500	-158.100	433.254	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:46Z	43079.125	drive	1	-6101.694	-10244.567	-5694.600	-10096.200	1442.300	-157.000	433.288	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:48Z	43081.140	drive	1	-6101.694	-10244.567	-5694.600	-10096.200	1442.400	-156.200	433.288	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:50Z	43082.937	drive	1	-6101.694	-10244.567	-5694.600	-10096.200	1442.400	-156.000	433.288	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:52Z	43084.906	drive	1	-6101.694	-10244.567	-5694.300	-10096.101	1442.300	-155.500	433.604	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:54Z	43086.765	drive	1	-6101.694	-10244.567	-5693.600	-10095.800	1442.300	-154.400	434.364	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:17:56Z	43088.656	drive	1	-6101.694	-10244.567	-5692.600	-10095.300	1442.400	-152.700	435.475	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:04Z	43096.296	drive	1	-6101.694	-10244.567	-5688.700	-10093.200	1442.200	-146.800	439.859	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:06Z	43098.265	drive	1	-6101.694	-10244.567	-5688.700	-10093.200	1442.200	-148.400	439.859	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:07Z	43100.046	drive	1	-6101.694	-10244.567	-5689.000	-10093.300	1442.300	-150.600	439.543	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:09Z	43101.828	drive	1	-6101.694	-10244.567	-5689.000	-10093.300	1442.300	-151.100	439.543	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:11Z	43103.593	drive	1	-6101.694	-10244.567	-5688.700	-10093.000	1442.200	-155.900	439.928	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:13Z	43105.765	drive	1	-6101.694	-10244.567	-5688.100	-10092.500	1442.200	-166.500	440.664	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:15Z	43107.546	drive	1	-6101.694	-10244.567	-5687.400	-10092.101	1442.200	-176.700	441.459	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:17Z	43109.343	drive	1	-6101.694	-10244.567	-5687.100	-10092.000	1442.100	177.400	441.775	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:18Z	43111.109	drive	1	-6101.694	-10244.567	-5687.400	-10091.900	1442.100	175.000	441.528	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:20Z	43112.906	drive	1	-6101.694	-10244.567	-5687.700	-10091.800	1442.200	174.700	441.281	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:22Z	43114.703	drive	1	-6101.694	-10244.567	-5688.700	-10091.700	1442.200	173.900	440.377	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:24Z	43116.515	drive	1	-6101.694	-10244.567	-5689.900	-10091.601	1442.200	173.400	439.287	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:26Z	43118.296	drive	1	-6101.694	-10244.567	-5691.500	-10091.400	1442.300	172.800	437.858	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:27Z	43120.171	drive	1	-6101.694	-10244.567	-5692.300	-10091.300	1442.300	172.500	437.143	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:29Z	43121.921	drive	1	-6101.694	-10244.567	-5694.100	-10091.000	1442.300	171.600	435.564	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:31Z	43123.828	drive	1	-6101.694	-10244.567	-5696.000	-10090.700	1442.300	171.000	433.893	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:33Z	43125.609	drive	1	-6101.694	-10244.567	-5697.800	-10090.400	1442.300	170.800	432.317	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:35Z	43127.359	drive	1	-6101.694	-10244.567	-5699.600	-10090.101	1442.200	171.000	430.743	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:36Z	43129.156	drive	1	-6101.694	-10244.567	-5700.400	-10090.000	1442.200	172.500	430.033	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:38Z	43130.921	drive	1	-6101.694	-10244.567	-5702.200	-10090.000	1442.100	179.300	428.353	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:40Z	43132.703	drive	1	-6101.694	-10244.567	-5703.900	-10090.500	1442.000	-165.800	426.588	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:42Z	43134.468	drive	1	-6101.694	-10244.567	-5705.000	-10091.300	1442.000	-150.600	425.273	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:44Z	43136.312	drive	1	-6101.694	-10244.567	-5706.000	-10092.400	1442.000	-134.100	423.944	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:45Z	43138.109	drive	1	-6101.694	-10244.567	-5706.600	-10093.900	1442.000	-115.900	422.847	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:47Z	43140.000	drive	1	-6101.694	-10244.567	-5706.900	-10095.601	1442.100	-104.300	421.964	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:49Z	43141.765	drive	1	-6101.694	-10244.567	-5707.100	-10096.601	1442.100	-103.400	421.424	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:51Z	43143.531	drive	1	-6101.694	-10244.567	-5707.700	-10098.500	1442.100	-106.000	420.199	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:53Z	43145.390	drive	1	-6101.694	-10244.567	-5708.600	-10100.500	1442.100	-116.800	418.662	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:54Z	43147.140	drive	1	-6101.694	-10244.567	-5709.900	-10101.601	1442.100	-128.800	417.064	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:56Z	43148.906	drive	1	-6101.694	-10244.567	-5710.300	-10101.700	1442.100	-130.400	416.653	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:18:58Z	43150.718	drive	1	-6101.694	-10244.567	-5710.800	-10101.601	1442.200	-126.500	416.218	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:00Z	43152.484	drive	1	-6101.694	-10244.567	-5711.100	-10101.800	1442.100	-123.700	415.868	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:02Z	43154.265	drive	1	-6101.694	-10244.567	-5711.600	-10102.200	1442.100	-127.100	415.261	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:03Z	43156.046	drive	1	-6101.694	-10244.567	-5711.900	-10102.500	1442.200	-129.600	414.877	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:05Z	43157.953	drive	1	-6101.694	-10244.567	-5712.800	-10103.300	1442.200	-136.200	413.757	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:07Z	43159.765	drive	1	-6101.694	-10244.567	-5713.900	-10104.101	1442.100	-140.700	412.450	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:09Z	43161.593	drive	1	-6101.694	-10244.567	-5715.400	-10105.101	1442.200	-148.500	410.700	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:11Z	43163.468	drive	1	-6101.694	-10244.567	-5717.100	-10106.101	1442.200	-151.000	408.761	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:13Z	43165.281	drive	1	-6101.694	-10244.567	-5718.800	-10107.101	1442.200	-150.800	406.823	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:14Z	43167.046	drive	1	-6101.694	-10244.567	-5719.700	-10107.601	1442.200	-149.100	405.807	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:16Z	43168.859	drive	1	-6101.694	-10244.567	-5721.200	-10108.700	1442.200	-144.600	404.024	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:18Z	43170.656	drive	1	-6101.694	-10244.567	-5722.600	-10110.000	1442.200	-137.100	402.269	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:20Z	43172.437	drive	1	-6101.694	-10244.567	-5723.800	-10111.500	1442.100	-129.100	400.638	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:22Z	43174.359	drive	1	-6101.694	-10244.567	-5724.900	-10113.200	1442.000	-123.400	399.038	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:23Z	43176.140	drive	1	-6101.694	-10244.567	-5726.000	-10114.900	1441.900	-122.700	397.441	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:25Z	43177.890	drive	1	-6101.694	-10244.567	-5726.600	-10115.900	1441.900	-122.800	396.548	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:27Z	43179.656	drive	1	-6101.694	-10244.567	-5727.700	-10117.500	1441.800	-123.800	394.991	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:29Z	43181.437	drive	1	-6101.694	-10244.567	-5728.900	-10119.101	1441.800	-127.400	393.341	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:31Z	43183.265	drive	1	-6101.694	-10244.567	-5730.200	-10120.601	1441.700	-132.500	391.632	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:32Z	43185.031	drive	1	-6101.694	-10244.567	-5731.000	-10121.300	1441.700	-135.900	390.652	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:34Z	43186.812	drive	1	-6101.694	-10244.567	-5732.500	-10122.500	1441.700	-141.400	388.851	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:36Z	43188.703	drive	1	-6101.694	-10244.567	-5734.200	-10123.700	1441.600	-144.200	386.860	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:38Z	43190.531	drive	1	-6101.694	-10244.567	-5735.900	-10124.800	1441.500	-145.300	384.902	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:40Z	43192.453	drive	1	-6101.694	-10244.567	-5737.500	-10125.900	1441.400	-145.200	383.039	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:42Z	43194.281	drive	1	-6101.694	-10244.567	-5739.100	-10127.101	1441.400	-143.800	381.147	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:43Z	43196.000	drive	1	-6101.694	-10244.567	-5740.000	-10127.800	1441.400	-142.700	380.075	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:45Z	43197.765	drive	1	-6101.694	-10244.567	-5741.500	-10129.101	1441.500	-138.600	378.249	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:47Z	43199.578	drive	1	-6101.694	-10244.567	-5742.900	-10130.601	1441.500	-133.700	376.459	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:49Z	43201.359	drive	1	-6101.694	-10244.567	-5744.200	-10132.200	1441.600	-129.000	374.738	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:51Z	43203.218	drive	1	-6101.694	-10244.567	-5744.800	-10133.000	1441.600	-127.900	373.926	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:52Z	43205.000	drive	1	-6101.694	-10244.567	-5746.100	-10134.700	1441.600	-126.800	372.180	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:54Z	43206.781	drive	1	-6101.694	-10244.567	-5747.400	-10136.400	1441.600	-126.800	370.438	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:56Z	43208.750	drive	1	-6101.694	-10244.567	-5748.500	-10138.000	1441.600	-127.000	368.921	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:19:58Z	43210.578	drive	1	-6101.694	-10244.567	-5749.700	-10139.500	1441.500	-128.400	367.340	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:00Z	43212.453	drive	1	-6101.694	-10244.567	-5751.100	-10141.000	1441.500	-131.000	365.571	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:02Z	43214.250	drive	1	-6101.694	-10244.567	-5752.500	-10142.500	1441.500	-134.400	363.805	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:03Z	43216.062	drive	1	-6101.694	-10244.567	-5753.200	-10143.200	1441.500	-135.800	362.937	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:05Z	43217.828	drive	1	-6101.694	-10244.567	-5754.700	-10144.500	1441.500	-138.200	361.135	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:07Z	43219.718	drive	1	-6101.694	-10244.567	-5756.300	-10145.900	1441.400	-139.900	359.210	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:09Z	43221.515	drive	1	-6101.694	-10244.567	-5757.800	-10147.101	1441.400	-140.700	357.439	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:11Z	43223.281	drive	1	-6101.694	-10244.567	-5759.300	-10148.300	1441.400	-140.800	355.670	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:12Z	43225.046	drive	1	-6101.694	-10244.567	-5760.100	-10149.000	1441.400	-140.800	354.711	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:14Z	43227.000	drive	1	-6101.694	-10244.567	-5761.600	-10150.200	1441.400	-140.600	352.943	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:16Z	43228.750	drive	1	-6101.694	-10244.567	-5763.100	-10151.400	1441.400	-140.200	351.178	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:18Z	43230.546	drive	1	-6101.694	-10244.567	-5764.500	-10152.700	1441.400	-139.400	349.485	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:20Z	43232.359	drive	1	-6101.694	-10244.567	-5765.900	-10153.900	1441.400	-138.100	347.819	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:22Z	43234.250	drive	1	-6101.694	-10244.567	-5767.400	-10155.300	1441.400	-136.500	346.008	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:23Z	43236.046	drive	1	-6101.694	-10244.567	-5768.100	-10155.900	1441.300	-135.800	345.176	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:25Z	43237.953	drive	1	-6101.694	-10244.567	-5769.400	-10157.300	1441.200	-134.600	343.562	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:27Z	43239.750	drive	1	-6101.694	-10244.567	-5770.700	-10158.700	1441.200	-131.700	341.951	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:29Z	43241.562	drive	1	-6101.694	-10244.567	-5772.000	-10160.200	1441.400	-130.100	340.318	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:31Z	43243.468	drive	1	-6101.694	-10244.567	-5773.100	-10161.700	1441.400	-130.300	338.882	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:33Z	43245.250	drive	1	-6101.694	-10244.567	-5774.500	-10163.200	1441.400	-130.100	337.160	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:34Z	43247.046	drive	1	-6101.694	-10244.567	-5775.100	-10163.900	1441.400	-130.200	336.409	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:36Z	43248.843	drive	1	-6101.694	-10244.567	-5776.300	-10165.500	1441.400	-130.300	334.862	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:38Z	43250.625	drive	1	-6101.694	-10244.567	-5777.600	-10167.000	1441.300	-130.600	333.247	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:40Z	43252.390	drive	1	-6101.694	-10244.567	-5778.900	-10168.400	1441.300	-131.300	331.659	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:42Z	43254.312	drive	1	-6101.694	-10244.567	-5780.300	-10170.000	1441.300	-132.500	329.931	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:43Z	43256.062	drive	1	-6101.694	-10244.567	-5781.000	-10170.700	1441.300	-133.200	329.091	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:45Z	43257.828	drive	1	-6101.694	-10244.567	-5782.400	-10172.101	1441.400	-134.600	327.414	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:47Z	43259.562	drive	1	-6101.694	-10244.567	-5783.800	-10173.500	1441.500	-136.100	325.741	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:49Z	43261.546	drive	1	-6101.694	-10244.567	-5785.300	-10174.800	1441.600	-137.200	323.995	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:51Z	43263.390	drive	1	-6101.694	-10244.567	-5786.800	-10176.101	1441.800	-138.000	322.251	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:52Z	43265.125	drive	1	-6101.694	-10244.567	-5788.200	-10177.400	1441.900	-138.200	320.609	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:54Z	43266.921	drive	1	-6101.694	-10244.567	-5788.900	-10178.101	1442.000	-138.200	319.778	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:56Z	43268.687	drive	1	-6101.694	-10244.567	-5790.400	-10179.400	1442.200	-138.200	318.042	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:20:58Z	43270.468	drive	1	-6101.694	-10244.567	-5791.700	-10180.601	1442.300	-138.200	316.525	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:21:00Z	43272.234	drive	1	-6101.694	-10244.567	-5793.100	-10181.800	1442.500	-138.200	314.913	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:21:01Z	43274.000	drive	1	-6101.694	-10244.567	-5793.700	-10182.400	1442.600	-138.100	314.205	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:21:03Z	43275.796	drive	1	-6101.694	-10244.567	-5795.100	-10183.601	1442.700	-137.900	312.597	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:21:05Z	43277.750	drive	1	-6101.694	-10244.567	-5796.400	-10184.800	1442.900	-137.600	311.090	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:21:07Z	43279.546	drive	1	-6101.694	-10244.567	-5797.900	-10186.200	1443.000	-137.100	309.350	1.000	13.200	-5839.300	-10460.600
2026-04-08T04:21:09Z	43281.328	drive	1	-6101.694	-10244.567	-5799.200	-10187.400	1443.100	-136.400	307.848	1.000	13.200	-5839.300	-10460.600
