iso_time_utc	mono_s	phase	rover_x_m	rover_y_m	rover_z_m	dist_to_real_ltv_m	ping_strength	goal_dist_cm
2026-04-07T06:00:47Z	1777908.633	drive	-5817.600	-10412.900	1439.700	424.648	-53.392	5240.361
2026-04-07T06:00:49Z	1777910.784	drive	-5817.600	-10412.900	1439.700	424.648	-53.392	5240.361
2026-04-07T06:00:50Z	1777911.951	drive	-5817.600	-10413.000	1439.700	424.564	-53.377	5231.296
2026-04-07T06:00:51Z	1777913.085	drive	-5817.700	-10413.200	1439.700	424.342	-53.359	5208.928
2026-04-07T06:00:52Z	1777914.286	drive	-5818.100	-10414.101	1439.700	423.370	-53.334	5110.412
2026-04-07T06:00:53Z	1777915.280	drive	-5818.400	-10414.800	1439.700	422.621	-53.305	5034.354
2026-04-07T06:00:54Z	1777916.389	drive	-5818.800	-10415.601	1439.700	421.732	-53.268	4944.881
2026-04-07T06:00:56Z	1777917.543	drive	-5819.200	-10416.601	1439.700	420.677	-53.229	4837.304
2026-04-07T06:00:57Z	1777918.556	drive	-5819.500	-10417.601	1439.600	419.682	-53.194	4733.909
2026-04-07T06:00:58Z	1777919.708	drive	-5819.700	-10418.700	1439.600	418.652	-53.157	4625.739
2026-04-07T06:00:59Z	1777920.761	drive	-5819.800	-10419.900	1439.500	417.598	-53.124	4512.978
2026-04-07T06:01:00Z	1777921.684	drive	-5819.800	-10420.800	1439.400	416.852	-53.094	4432.036
2026-04-07T06:01:01Z	1777922.856	drive	-5819.700	-10422.800	1439.200	415.248	-53.060	4257.942
2026-04-07T06:01:02Z	1777923.933	drive	-5819.600	-10423.900	1439.100	414.390	-53.025	4165.270
2026-04-07T06:01:03Z	1777925.068	drive	-5819.600	-10424.900	1439.000	413.563	-52.989	4077.436
2026-04-07T06:01:04Z	1777926.227	drive	-5819.500	-10425.800	1439.000	412.869	-52.953	4003.865
2026-04-07T06:01:05Z	1777927.312	drive	-5819.500	-10426.900	1438.900	411.960	-52.918	3908.585
2026-04-07T06:01:07Z	1777928.425	drive	-5819.500	-10427.900	1438.800	411.135	-52.877	3822.701
2026-04-07T06:01:08Z	1777929.563	drive	-5819.700	-10429.101	1438.800	410.028	-52.832	3709.940
2026-04-07T06:01:09Z	1777930.663	drive	-5820.100	-10430.200	1438.800	408.894	-52.787	3595.531
2026-04-07T06:01:10Z	1777931.790	drive	-5821.700	-10432.400	1439.100	406.162	-52.748	3324.111
2026-04-07T06:01:11Z	1777932.968	drive	-5822.500	-10433.200	1439.100	405.055	-52.716	3214.015
2026-04-07T06:01:12Z	1777934.064	drive	-5823.400	-10433.900	1439.100	403.974	-52.685	3107.543
2026-04-07T06:01:13Z	1777935.240	drive	-5824.400	-10434.601	1439.000	402.845	-52.643	2996.636
2026-04-07T06:01:14Z	1777936.316	drive	-5825.500	-10435.601	1438.700	401.424	-52.609	2855.540
2026-04-07T06:01:16Z	1777937.496	drive	-5826.700	-10436.300	1438.600	400.186	-52.577	2737.251
2026-04-07T06:01:17Z	1777938.550	drive	-5827.700	-10437.000	1438.700	399.046	-52.544	2629.668
2026-04-07T06:01:18Z	1777939.719	drive	-5828.700	-10437.800	1439.000	397.812	-52.509	2514.368
2026-04-07T06:01:19Z	1777940.794	drive	-5830.200	-10439.400	1439.600	395.618	-52.471	2307.011
2026-04-07T06:01:20Z	1777941.901	drive	-5830.800	-10440.400	1439.900	394.437	-52.437	2191.505
2026-04-07T06:01:21Z	1777943.066	drive	-5831.100	-10441.300	1440.200	393.505	-52.399	2096.988
2026-04-07T06:01:22Z	1777944.140	drive	-5831.400	-10442.200	1440.500	392.573	-52.362	2002.409
2026-04-07T06:01:23Z	1777945.259	drive	-5831.700	-10443.200	1440.700	391.563	-52.329	1898.711
2026-04-07T06:01:24Z	1777946.335	drive	-5832.000	-10444.101	1440.800	390.643	-52.288	1804.219
2026-04-07T06:01:26Z	1777947.527	drive	-5832.400	-10445.200	1440.800	389.507	-52.238	1687.499
2026-04-07T06:01:27Z	1777948.575	drive	-5832.800	-10446.300	1440.900	388.365	-52.196	1570.802
2026-04-07T06:01:28Z	1777949.699	drive	-5833.300	-10447.500	1441.000	387.085	-52.152	1440.856
2026-04-07T06:01:29Z	1777950.796	drive	-5834.100	-10449.700	1441.200	384.803	-52.108	1207.662
2026-04-07T06:01:30Z	1777951.918	drive	-5834.600	-10450.900	1441.300	383.524	-52.063	1077.829
2026-04-07T06:01:31Z	1777953.072	drive	-5835.000	-10451.900	1441.400	382.466	-52.019	4152.364
2026-04-07T06:01:32Z	1777954.142	drive	-5835.500	-10453.101	1441.500	381.187	-51.977	4267.013
2026-04-07T06:01:33Z	1777955.320	drive	-5836.000	-10454.200	1441.600	379.991	-51.935	4372.490
2026-04-07T06:01:34Z	1777956.355	drive	-5836.600	-10455.101	1441.800	378.900	-51.902	4458.241
2026-04-07T06:01:36Z	1777957.466	drive	-5837.300	-10455.900	1442.000	377.836	-51.871	4534.451
2026-04-07T06:01:37Z	1777958.561	drive	-5838.300	-10456.601	1442.200	376.689	-51.847	4601.145
2026-04-07T06:01:38Z	1777959.626	drive	-5839.700	-10457.601	1442.400	375.071	-51.829	4700.229
2026-04-07T06:01:39Z	1777960.838	drive	-5840.000	-10458.000	1442.500	374.568	-51.812	4740.517
2026-04-07T06:01:40Z	1777961.847	drive	-5840.200	-10458.300	1442.600	374.203	-51.802	4770.830
2026-04-07T06:01:41Z	1777962.964	drive	-5840.400	-10458.500	1442.600	373.926	-51.795	4791.263
2026-04-07T06:01:42Z	1777964.170	drive	-5840.600	-10458.700	1442.600	373.649	-51.785	4811.776
2026-04-07T06:01:43Z	1777965.175	drive	-5840.900	-10458.800	1442.700	373.395	-51.776	4822.635
2026-04-07T06:01:44Z	1777966.373	drive	-5841.400	-10459.101	1442.800	372.863	-51.767	4854.602
2026-04-07T06:01:45Z	1777967.400	drive	-5842.000	-10459.200	1442.900	372.443	-51.758	4867.514
2026-04-07T06:01:47Z	1777968.556	drive	-5842.400	-10459.400	1443.000	372.051	-51.751	4889.875
2026-04-07T06:01:48Z	1777969.599	drive	-5842.800	-10459.601	1443.100	371.658	-51.746	4912.545
2026-04-07T06:01:49Z	1777970.707	drive	-5842.800	-10459.700	1443.000	371.581	-51.747	4922.480
2026-04-07T06:01:50Z	1777971.846	drive	-5842.800	-10459.601	1443.000	371.664	-51.746	4912.545
2026-04-07T06:01:51Z	1777973.014	drive	-5842.900	-10459.700	1443.100	371.520	-51.744	4923.199
2026-04-07T06:01:52Z	1777974.082	drive	-5843.100	-10459.700	1443.100	371.410	-51.742	4924.703
2026-04-07T06:01:53Z	1777975.312	drive	-5843.400	-10459.700	1443.100	371.246	-51.739	4927.107
2026-04-07T06:01:54Z	1777976.411	drive	-5843.800	-10459.700	1443.200	371.020	-51.735	4930.600
2026-04-07T06:01:56Z	1777977.504	drive	-5844.100	-10459.800	1443.300	370.768	-51.732	4943.341
2026-04-07T06:01:57Z	1777978.579	drive	-5844.300	-10459.900	1443.300	370.574	-51.731	4955.332
2026-04-07T06:01:58Z	1777979.699	drive	-5844.300	-10459.900	1443.300	370.574	-51.731	4955.332
2026-04-07T06:01:59Z	1777980.771	drive	-5844.500	-10459.900	1443.300	370.465	-51.730	4957.387
2026-04-07T06:02:00Z	1777981.947	drive	-5844.700	-10459.800	1443.400	370.434	-51.730	4949.528
2026-04-07T06:02:01Z	1777983.098	drive	-5845.100	-10459.800	1443.400	370.215	-51.731	4954.051
2026-04-07T06:02:02Z	1777984.135	drive	-5845.600	-10459.700	1443.500	370.020	-51.730	4950.273
2026-04-07T06:02:03Z	1777985.215	drive	-5845.900	-10459.700	1443.500	369.857	-51.728	4954.178
2026-04-07T06:02:04Z	1777986.377	drive	-5846.100	-10459.700	1443.600	369.743	-51.728	4956.885
2026-04-07T06:02:06Z	1777987.429	drive	-5846.100	-10459.700	1443.600	369.743	-51.730	4956.885
2026-04-07T06:02:07Z	1777988.546	drive	-5846.000	-10459.700	1443.500	369.803	-51.731	4955.521
2026-04-07T06:02:08Z	1777989.554	drive	-5845.900	-10459.700	1443.500	369.857	-51.731	4954.178
2026-04-07T06:02:09Z	1777990.626	drive	-5846.000	-10459.601	1443.500	369.886	-51.733	4945.652
2026-04-07T06:02:10Z	1777991.623	drive	-5846.000	-10459.601	1443.500	369.886	-51.735	4945.652
2026-04-07T06:02:11Z	1777992.850	drive	-5846.500	-10459.400	1443.600	369.777	-51.736	4932.867
2026-04-07T06:02:12Z	1777993.912	drive	-5846.600	-10459.400	1443.600	369.722	-51.736	4934.338
2026-04-07T06:02:13Z	1777994.983	drive	-5846.600	-10459.400	1443.600	369.722	-51.736	4934.338
2026-04-07T06:02:14Z	1777996.159	drive	-5846.500	-10459.400	1443.600	369.777	-51.739	4932.867
2026-04-07T06:02:15Z	1777997.186	drive	-5846.200	-10459.400	1443.600	369.940	-51.739	4928.581
2026-04-07T06:02:16Z	1777998.402	drive	-5846.100	-10459.400	1443.600	369.994	-51.739	4927.189
2026-04-07T06:02:17Z	1777999.386	drive	-5846.000	-10459.400	1443.500	370.054	-51.740	4925.818
2026-04-07T06:02:19Z	1778000.493	drive	-5846.000	-10459.400	1443.500	370.054	-51.743	4925.818
2026-04-07T06:02:20Z	1778001.633	drive	-5846.200	-10459.300	1443.600	370.024	-51.744	4918.621
2026-04-07T06:02:21Z	1778002.736	drive	-5846.400	-10459.200	1443.600	369.999	-51.745	4911.606
2026-04-07T06:02:22Z	1778003.904	drive	-5846.400	-10459.200	1443.600	369.999	-51.746	4911.606
2026-04-07T06:02:23Z	1778005.080	drive	-5846.200	-10459.200	1443.600	370.107	-51.747	4908.759
2026-04-07T06:02:24Z	1778006.099	drive	-5845.900	-10459.200	1443.500	370.276	-51.745	4904.628
2026-04-07T06:02:25Z	1778007.176	drive	-5845.600	-10459.300	1443.500	370.356	-51.744	4910.562
2026-04-07T06:02:26Z	1778008.335	drive	-5845.500	-10459.300	1443.500	370.410	-51.744	4909.288
2026-04-07T06:02:28Z	1778009.450	drive	-5845.500	-10459.300	1443.500	370.410	-51.749	4909.288
2026-04-07T06:02:29Z	1778010.598	drive	-5845.700	-10459.200	1443.500	370.384	-51.752	4901.981
2026-04-07T06:02:30Z	1778011.657	drive	-5845.900	-10459.000	1443.500	370.443	-51.753	4884.791
2026-04-07T06:02:31Z	1778012.769	drive	-5845.800	-10459.000	1443.500	370.498	-51.752	4883.456
2026-04-07T06:02:32Z	1778013.870	drive	-5845.600	-10459.101	1443.500	370.522	-51.751	4890.806
2026-04-07T06:02:33Z	1778015.021	drive	-5845.200	-10459.200	1443.400	370.662	-51.746	4895.703
2026-04-07T06:02:34Z	1778016.110	drive	-5845.000	-10459.400	1443.400	370.604	-51.743	4913.215
2026-04-07T06:02:35Z	1778017.237	drive	-5844.900	-10459.500	1443.400	370.575	-51.746	4921.960
2026-04-07T06:02:36Z	1778018.357	drive	-5844.900	-10459.300	1443.400	370.743	-51.755	4902.071
2026-04-07T06:02:38Z	1778019.435	drive	-5845.100	-10459.101	1443.400	370.800	-51.762	4884.617
2026-04-07T06:02:39Z	1778020.543	drive	-5845.300	-10458.900	1443.400	370.858	-51.763	4867.167
2026-04-07T06:02:40Z	1778021.646	drive	-5845.200	-10458.900	1443.400	370.913	-51.761	4865.943
2026-04-07T06:02:41Z	1778022.808	drive	-5845.000	-10459.000	1443.400	370.939	-51.754	4873.448
2026-04-07T06:02:42Z	1778023.893	drive	-5844.600	-10459.300	1443.300	370.912	-51.746	4898.737
2026-04-07T06:02:43Z	1778024.988	drive	-5844.400	-10459.500	1443.300	370.854	-51.740	4916.522
2026-04-07T06:02:44Z	1778025.988	drive	-5844.300	-10459.601	1443.300	370.824	-51.744	4925.505
2026-04-07T06:02:45Z	1778027.102	drive	-5844.400	-10459.400	1443.300	370.937	-51.757	4906.615
2026-04-07T06:02:46Z	1778028.199	drive	-5844.500	-10459.101	1443.300	371.133	-51.766	4877.855
2026-04-07T06:02:47Z	1778029.323	drive	-5844.600	-10458.800	1443.300	371.330	-51.768	4849.033
2026-04-07T06:02:49Z	1778030.468	drive	-5844.600	-10458.700	1443.300	371.413	-51.762	4839.132
2026-04-07T06:02:50Z	1778031.824	drive	-5844.400	-10459.101	1443.300	371.188	-51.757	4876.798
2026-04-07T06:02:51Z	1778032.731	drive	-5844.300	-10459.101	1443.300	371.242	-51.759	4875.766
2026-04-07T06:02:52Z	1778033.827	drive	-5844.400	-10458.900	1443.300	371.355	-51.771	4856.889
2026-04-07T06:02:53Z	1778034.990	drive	-5844.400	-10458.500	1443.300	371.690	-51.792	4817.073
2026-04-07T06:02:54Z	1778036.065	drive	-5844.400	-10457.900	1443.300	372.191	-51.807	4757.453
2026-04-07T06:02:55Z	1778037.165	drive	-5844.400	-10457.601	1443.300	372.442	-51.813	4727.646
2026-04-07T06:02:56Z	1778038.307	drive	-5844.500	-10457.400	1443.300	372.555	-51.808	4708.839
2026-04-07T06:02:57Z	1778039.334	drive	-5844.400	-10457.601	1443.300	372.442	-51.797	4727.646
2026-04-07T06:02:59Z	1778040.493	drive	-5844.200	-10458.300	1443.300	371.966	-51.784	4795.084
2026-04-07T06:03:00Z	1778041.659	drive	-5844.200	-10458.400	1443.200	371.887	-51.783	4805.090
2026-04-07T06:03:01Z	1778042.744	drive	-5844.100	-10458.300	1443.200	372.026	-51.793	4794.072
2026-04-07T06:03:02Z	1778043.907	drive	-5844.000	-10457.900	1443.200	372.415	-51.812	4753.333
