iso_time_utc	mono_s	sample_kind	sample_idx	planned_x_m	planned_y_m	rover_x_m	rover_y_m	rover_z_m	heading_deg	goal_error_m	ping_value	predicted_radius_m	fit_a	fit_b	suspected_x_m	suspected_y_m	last_known_x_m	last_known_y_m
2026-04-08T16:17:15Z	86244.812	hex_drive	1	-5809.300	-10460.600	-5832.000	-10436.700	1440.400	-163.700	32.962	-52.318	nan					-5839.300	-10460.600
2026-04-08T16:17:16Z	86245.796	hex_drive	1	-5809.300	-10460.600	-5832.600	-10436.700	1440.600	-168.200	33.378	-52.335	nan					-5839.300	-10460.600
2026-04-08T16:17:18Z	86247.812	hex_drive	1	-5809.300	-10460.600	-5833.100	-10436.700	1440.800	-171.700	33.729	-52.358	nan					-5839.300	-10460.600
2026-04-08T16:17:19Z	86248.953	hex_drive	1	-5809.300	-10460.600	-5833.500	-10436.900	1440.900	-167.500	33.872	-52.370	nan					-5839.300	-10460.600
2026-04-08T16:17:20Z	86249.921	hex_drive	1	-5809.300	-10460.600	-5834.000	-10437.200	1441.000	-160.000	34.024	-52.379	nan					-5839.300	-10460.600
2026-04-08T16:17:21Z	86251.000	hex_drive	1	-5809.300	-10460.600	-5834.400	-10437.500	1441.100	-154.000	34.112	-52.388	nan					-5839.300	-10460.600
2026-04-08T16:17:22Z	86251.984	hex_drive	1	-5809.300	-10460.600	-5835.300	-10438.400	1441.400	-140.300	34.188	-52.393	nan					-5839.300	-10460.600
2026-04-08T16:17:23Z	86253.015	hex_drive	1	-5809.300	-10460.600	-5835.700	-10438.800	1441.400	-132.000	34.238	-52.396	nan					-5839.300	-10460.600
2026-04-08T16:17:24Z	86253.968	hex_drive	1	-5809.300	-10460.600	-5836.000	-10439.601	1441.500	-122.400	33.969	-52.395	nan					-5839.300	-10460.600
2026-04-08T16:17:25Z	86255.000	hex_drive	1	-5809.300	-10460.600	-5836.400	-10440.400	1441.500	-116.100	33.800	-52.395	nan					-5839.300	-10460.600
2026-04-08T16:17:28Z	86257.078	hex_drive	1	-5809.300	-10460.600	-5836.600	-10440.800	1441.600	-117.800	33.725	-52.400	nan					-5839.300	-10460.600
2026-04-08T16:17:29Z	86258.125	hex_drive	1	-5809.300	-10460.600	-5836.800	-10441.200	1441.700	-122.700	33.654	-52.402	nan					-5839.300	-10460.600
2026-04-08T16:17:30Z	86259.109	hex_drive	1	-5809.300	-10460.600	-5837.100	-10441.400	1441.600	-125.800	33.786	-52.400	nan					-5839.300	-10460.600
2026-04-08T16:17:31Z	86260.125	hex_drive	1	-5809.300	-10460.600	-5836.900	-10441.300	1441.600	-123.600	33.679	-52.399	nan					-5839.300	-10460.600
2026-04-08T16:17:32Z	86261.203	hex_drive	1	-5809.300	-10460.600	-5836.900	-10441.300	1441.600	-122.200	33.679	-52.398	nan					-5839.300	-10460.600
2026-04-08T16:17:33Z	86262.187	hex_drive	1	-5809.300	-10460.600	-5836.900	-10441.300	1441.600	-121.400	33.679	-52.396	nan					-5839.300	-10460.600
2026-04-08T16:17:34Z	86263.250	hex_drive	1	-5809.300	-10460.600	-5836.900	-10441.500	1441.600	-118.700	33.564	-52.394	nan					-5839.300	-10460.600
2026-04-08T16:17:35Z	86264.296	hex_drive	1	-5809.300	-10460.600	-5837.000	-10441.900	1441.600	-113.900	33.421	-52.390	nan					-5839.300	-10460.600
2026-04-08T16:17:36Z	86265.265	hex_drive	1	-5809.300	-10460.600	-5837.100	-10442.400	1441.600	-108.100	33.228	-52.382	nan					-5839.300	-10460.600
2026-04-08T16:17:38Z	86267.234	hex_drive	1	-5809.300	-10460.600	-5837.100	-10443.000	1441.600	-101.300	32.903	-52.376	nan					-5839.300	-10460.600
2026-04-08T16:17:39Z	86268.234	hex_drive	1	-5809.300	-10460.600	-5837.200	-10443.700	1441.700	-102.700	32.619	-52.376	nan					-5839.300	-10460.600
2026-04-08T16:17:40Z	86269.234	hex_drive	1	-5809.300	-10460.600	-5837.300	-10443.900	1441.700	-104.300	32.602	-52.376	nan					-5839.300	-10460.600
2026-04-08T16:17:41Z	86270.296	hex_drive	1	-5809.300	-10460.600	-5837.300	-10443.800	1441.700	-103.100	32.654	-52.375	nan					-5839.300	-10460.600
2026-04-08T16:17:42Z	86271.453	hex_drive	1	-5809.300	-10460.600	-5837.200	-10443.601	1441.600	-100.200	32.671	-52.374	nan					-5839.300	-10460.600
2026-04-08T16:17:43Z	86272.359	hex_drive	1	-5809.300	-10460.600	-5837.000	-10443.300	1441.600	-95.200	32.659	-52.374	nan					-5839.300	-10460.600
2026-04-08T16:17:44Z	86273.375	hex_drive	1	-5809.300	-10460.600	-5836.800	-10442.900	1441.600	-90.100	32.704	-52.376	nan					-5839.300	-10460.600
2026-04-08T16:17:45Z	86274.546	hex_drive	1	-5809.300	-10460.600	-5836.700	-10442.400	1441.600	-83.500	32.894	-52.380	nan					-5839.300	-10460.600
2026-04-08T16:17:46Z	86275.546	hex_drive	1	-5809.300	-10460.600	-5836.600	-10442.000	1441.500	-79.700	33.034	-52.383	nan					-5839.300	-10460.600
2026-04-08T16:17:47Z	86276.500	hex_drive	1	-5809.300	-10460.600	-5836.600	-10441.700	1441.500	-75.600	33.204	-52.385	nan					-5839.300	-10460.600
2026-04-08T16:17:48Z	86277.421	hex_drive	1	-5809.300	-10460.600	-5836.500	-10441.400	1441.500	-71.600	33.294	-52.386	nan					-5839.300	-10460.600
2026-04-08T16:17:50Z	86279.578	hex_drive	1	-5809.300	-10460.600	-5836.500	-10441.400	1441.500	-68.900	33.294	-52.378	nan					-5839.300	-10460.600
2026-04-08T16:17:51Z	86280.515	hex_drive	1	-5809.300	-10460.600	-5836.300	-10441.500	1441.500	-66.400	33.073	-52.370	nan					-5839.300	-10460.600
2026-04-08T16:17:52Z	86281.531	hex_drive	1	-5809.300	-10460.600	-5836.200	-10441.700	1441.500	-63.100	32.876	-52.357	nan					-5839.300	-10460.600
2026-04-08T16:17:53Z	86282.546	hex_drive	1	-5809.300	-10460.600	-5835.900	-10442.000	1441.400	-58.100	32.458	-52.346	nan					-5839.300	-10460.600
2026-04-08T16:17:54Z	86283.562	hex_drive	1	-5809.300	-10460.600	-5835.600	-10442.300	1441.400	-55.700	32.040	-52.340	nan					-5839.300	-10460.600
2026-04-08T16:17:55Z	86284.500	hex_drive	1	-5809.300	-10460.600	-5835.500	-10442.500	1441.400	-57.300	31.844	-52.336	nan					-5839.300	-10460.600
2026-04-08T16:17:56Z	86285.562	hex_drive	1	-5809.300	-10460.600	-5835.500	-10442.601	1441.400	-59.000	31.787	-52.335	nan					-5839.300	-10460.600
2026-04-08T16:17:57Z	86286.656	hex_drive	1	-5809.300	-10460.600	-5835.500	-10442.700	1441.400	-59.800	31.731	-52.337	nan					-5839.300	-10460.600
2026-04-08T16:17:58Z	86287.593	hex_drive	1	-5809.300	-10460.600	-5835.500	-10442.601	1441.400	-58.300	31.787	-52.341	nan					-5839.300	-10460.600
2026-04-08T16:18:00Z	86289.593	hex_drive	1	-5809.300	-10460.600	-5835.600	-10442.200	1441.400	-53.500	32.097	-52.347	nan					-5839.300	-10460.600
2026-04-08T16:18:01Z	86290.687	hex_drive	1	-5809.300	-10460.600	-5835.600	-10442.101	1441.400	-52.900	32.155	-52.345	nan					-5839.300	-10460.600
2026-04-08T16:18:02Z	86291.656	hex_drive	1	-5809.300	-10460.600	-5835.600	-10442.200	1441.400	-51.900	32.097	-52.340	nan					-5839.300	-10460.600
2026-04-08T16:18:03Z	86292.687	hex_drive	1	-5809.300	-10460.600	-5835.400	-10442.300	1441.400	-49.400	31.876	-52.330	nan					-5839.300	-10460.600
2026-04-08T16:18:04Z	86293.734	hex_drive	1	-5809.300	-10460.600	-5835.200	-10442.400	1441.400	-46.200	31.655	-52.317	nan					-5839.300	-10460.600
2026-04-08T16:18:05Z	86294.875	hex_drive	1	-5809.300	-10460.600	-5834.500	-10442.700	1441.200	-36.600	30.910	-52.300	nan					-5839.300	-10460.600
2026-04-08T16:18:06Z	86295.859	hex_drive	1	-5809.300	-10460.600	-5834.100	-10442.900	1441.200	-31.800	30.468	-52.286	nan					-5839.300	-10460.600
2026-04-08T16:18:08Z	86297.937	hex_drive	1	-5809.300	-10460.600	-5833.800	-10443.101	1441.100	-31.100	30.108	-52.271	nan					-5839.300	-10460.600
2026-04-08T16:18:09Z	86298.921	hex_drive	1	-5809.300	-10460.600	-5833.700	-10443.200	1441.100	-33.000	29.969	-52.270	nan					-5839.300	-10460.600
2026-04-08T16:18:10Z	86299.953	hex_drive	1	-5809.300	-10460.600	-5833.600	-10443.300	1441.100	-34.400	29.829	-52.272	nan					-5839.300	-10460.600
2026-04-08T16:18:12Z	86301.156	hex_drive	1	-5809.300	-10460.600	-5833.600	-10443.300	1441.100	-33.900	29.829	-52.279	nan					-5839.300	-10460.600
2026-04-08T16:18:12Z	86302.015	hex_drive	1	-5809.300	-10460.600	-5833.700	-10443.200	1441.100	-32.100	29.969	-52.288	nan					-5839.300	-10460.600
2026-04-08T16:18:14Z	86303.203	hex_drive	1	-5809.300	-10460.600	-5833.900	-10443.000	1441.100	-28.800	30.248	-52.302	nan					-5839.300	-10460.600
2026-04-08T16:18:15Z	86304.203	hex_drive	1	-5809.300	-10460.600	-5834.400	-10442.500	1441.200	-18.800	30.945	-52.313	nan					-5839.300	-10460.600
2026-04-08T16:18:16Z	86305.218	hex_drive	1	-5809.300	-10460.600	-5834.600	-10442.300	1441.200	-16.600	31.225	-52.319	nan					-5839.300	-10460.600
2026-04-08T16:18:17Z	86306.187	hex_drive	1	-5809.300	-10460.600	-5834.800	-10442.200	1441.200	-14.500	31.445	-52.322	nan					-5839.300	-10460.600
2026-04-08T16:18:19Z	86308.281	hex_drive	1	-5809.300	-10460.600	-5834.800	-10442.200	1441.200	-13.200	31.445	-52.313	nan					-5839.300	-10460.600
2026-04-08T16:18:20Z	86309.296	hex_drive	1	-5809.300	-10460.600	-5834.400	-10442.101	1441.200	-7.900	31.181	-52.303	nan					-5839.300	-10460.600
2026-04-08T16:18:21Z	86310.250	hex_drive	1	-5809.300	-10460.600	-5834.100	-10442.101	1441.100	-3.200	30.940	-52.293	nan					-5839.300	-10460.600
2026-04-08T16:18:22Z	86311.250	hex_drive	1	-5809.300	-10460.600	-5833.600	-10441.900	1441.000	4.300	30.662	-52.277	nan					-5839.300	-10460.600
2026-04-08T16:18:23Z	86312.312	hex_drive	1	-5809.300	-10460.600	-5833.100	-10441.800	1440.900	6.500	30.330	-52.255	nan					-5839.300	-10460.600
2026-04-08T16:18:24Z	86313.343	hex_drive	1	-5809.300	-10460.600	-5832.300	-10441.700	1440.700	6.900	29.769	-52.232	nan					-5839.300	-10460.600
2026-04-08T16:18:25Z	86314.390	hex_drive	1	-5809.300	-10460.600	-5831.600	-10441.700	1440.500	6.400	29.232	-52.205	nan					-5839.300	-10460.600
2026-04-08T16:18:26Z	86315.375	hex_drive	1	-5809.300	-10460.600	-5830.700	-10441.700	1440.200	4.200	28.551	-52.175	nan					-5839.300	-10460.600
2026-04-08T16:18:27Z	86316.375	hex_drive	1	-5809.300	-10460.600	-5829.800	-10441.700	1439.800	1.400	27.883	-52.140	nan					-5839.300	-10460.600
2026-04-08T16:18:28Z	86317.375	hex_drive	1	-5809.300	-10460.600	-5828.700	-10441.700	1439.500	-0.300	27.085	-52.105	nan					-5839.300	-10460.600
2026-04-08T16:18:29Z	86318.546	hex_drive	1	-5809.300	-10460.600	-5827.700	-10441.900	1439.300	-5.200	26.234	-52.064	nan					-5839.300	-10460.600
2026-04-08T16:18:30Z	86319.406	hex_drive	1	-5809.300	-10460.600	-5826.600	-10442.200	1439.100	-15.300	25.256	-52.060	nan					-5839.300	-10460.600
2026-04-08T16:18:32Z	86321.484	hex_drive	1	-5809.300	-10460.600	-5826.200	-10441.700	1439.100	-16.900	25.354	-52.056	nan					-5839.300	-10460.600
2026-04-08T16:18:33Z	86322.500	hex_drive	1	-5809.300	-10460.600	-5825.700	-10440.800	1438.900	-11.100	25.710	-52.055	nan					-5839.300	-10460.600
2026-04-08T16:18:34Z	86323.640	hex_drive	1	-5809.300	-10460.600	-5825.600	-10440.601	1438.700	-14.600	25.801	-52.048	nan					-5839.300	-10460.600
2026-04-08T16:18:35Z	86324.546	hex_drive	1	-5809.300	-10460.600	-5825.400	-10440.601	1438.600	-17.800	25.675	-52.035	nan					-5839.300	-10460.600
2026-04-08T16:18:36Z	86325.546	hex_drive	1	-5809.300	-10460.600	-5825.000	-10440.700	1438.700	-18.700	25.347	-52.022	nan					-5839.300	-10460.600
2026-04-08T16:18:37Z	86326.515	hex_drive	1	-5809.300	-10460.600	-5824.600	-10440.900	1438.700	-20.200	24.943	-52.012	nan					-5839.300	-10460.600
2026-04-08T16:18:38Z	86327.515	hex_stop	1	-5809.300	-10460.600	-5824.400	-10441.200	1438.800	-25.000	24.584	-51.998	410.618					-5839.300	-10460.600
2026-04-08T16:18:39Z	86328.500	hex_drive	2	-5824.300	-10434.619	-5824.100	-10441.300	1438.800	-26.700	6.684	-51.990	nan					-5839.300	-10460.600
2026-04-08T16:18:40Z	86329.656	hex_drive	2	-5824.300	-10434.619	-5823.800	-10441.500	1438.700	-26.700	6.899	-51.987	nan					-5839.300	-10460.600
2026-04-08T16:18:41Z	86330.531	hex_drive	2	-5824.300	-10434.619	-5823.800	-10441.500	1438.700	-27.000	6.899	-51.987	nan					-5839.300	-10460.600
2026-04-08T16:18:42Z	86331.546	hex_stop	2	-5824.300	-10434.619	-5823.800	-10441.500	1438.700	-26.900	6.899	-51.987	410.320					-5839.300	-10460.600
2026-04-08T16:18:43Z	86332.671	hex_drive	3	-5854.300	-10434.619	-5823.800	-10441.500	1438.700	-26.700	31.266	-51.988	nan					-5839.300	-10460.600
2026-04-08T16:18:44Z	86333.625	hex_drive	3	-5854.300	-10434.619	-5823.800	-10441.500	1438.800	-26.800	31.266	-51.987	nan					-5839.300	-10460.600
2026-04-08T16:18:45Z	86334.671	hex_drive	3	-5854.300	-10434.619	-5823.800	-10441.500	1438.700	-26.900	31.266	-51.984	nan					-5839.300	-10460.600
2026-04-08T16:18:46Z	86335.671	hex_drive	3	-5854.300	-10434.619	-5823.700	-10441.500	1438.700	-26.500	31.364	-51.977	nan					-5839.300	-10460.600
2026-04-08T16:18:47Z	86336.687	hex_drive	3	-5854.300	-10434.619	-5823.500	-10441.601	1438.700	-25.100	31.581	-51.969	nan					-5839.300	-10460.600
2026-04-08T16:18:48Z	86337.718	hex_drive	3	-5854.300	-10434.619	-5823.300	-10441.601	1438.700	-21.800	31.776	-51.957	nan					-5839.300	-10460.600
2026-04-08T16:18:49Z	86338.718	hex_drive	3	-5854.300	-10434.619	-5822.900	-10441.601	1438.700	-18.000	32.167	-51.945	nan					-5839.300	-10460.600
2026-04-08T16:18:50Z	86339.734	hex_drive	3	-5854.300	-10434.619	-5822.600	-10441.700	1438.700	-14.000	32.481	-51.932	nan					-5839.300	-10460.600
2026-04-08T16:18:51Z	86340.812	hex_drive	3	-5854.300	-10434.619	-5821.700	-10441.601	1438.500	-7.200	33.339	-51.918	nan					-5839.300	-10460.600
2026-04-08T16:18:53Z	86342.859	hex_drive	3	-5854.300	-10434.619	-5821.400	-10441.700	1438.500	-9.600	33.653	-51.899	nan					-5839.300	-10460.600
2026-04-08T16:18:54Z	86343.968	hex_drive	3	-5854.300	-10434.619	-5821.100	-10441.800	1438.500	-12.100	33.968	-51.898	nan					-5839.300	-10460.600
2026-04-08T16:18:55Z	86345.000	hex_drive	3	-5854.300	-10434.619	-5821.000	-10441.800	1438.400	-13.700	34.065	-51.904	nan					-5839.300	-10460.600
2026-04-08T16:18:56Z	86345.968	hex_drive	3	-5854.300	-10434.619	-5821.100	-10441.800	1438.500	-12.700	33.968	-51.910	nan					-5839.300	-10460.600
2026-04-08T16:18:57Z	86346.984	hex_drive	3	-5854.300	-10434.619	-5821.200	-10441.700	1438.500	-9.900	33.849	-51.916	nan					-5839.300	-10460.600
2026-04-08T16:18:58Z	86348.031	hex_drive	3	-5854.300	-10434.619	-5821.500	-10441.500	1438.500	-4.700	33.514	-51.918	nan					-5839.300	-10460.600
2026-04-08T16:19:00Z	86349.078	hex_drive	3	-5854.300	-10434.619	-5821.500	-10441.500	1438.500	-4.700	33.514	-51.913	nan					-5839.300	-10460.600
2026-04-08T16:19:00Z	86350.046	hex_drive	3	-5854.300	-10434.619	-5821.200	-10441.400	1438.500	-0.200	33.787	-51.905	nan					-5839.300	-10460.600
2026-04-08T16:19:02Z	86351.125	hex_drive	3	-5854.300	-10434.619	-5820.800	-10441.300	1438.400	4.700	34.159	-51.892	nan					-5839.300	-10460.600
2026-04-08T16:19:03Z	86352.156	hex_drive	3	-5854.300	-10434.619	-5820.300	-10441.101	1438.300	11.700	34.612	-51.877	nan					-5839.300	-10460.600
2026-04-08T16:19:04Z	86353.156	hex_drive	3	-5854.300	-10434.619	-5819.700	-10440.700	1438.200	18.500	35.130	-51.862	nan					-5839.300	-10460.600
2026-04-08T16:19:05Z	86354.187	hex_drive	3	-5854.300	-10434.619	-5819.200	-10440.601	1438.100	19.000	35.606	-51.855	nan					-5839.300	-10460.600
2026-04-08T16:19:06Z	86355.187	hex_drive	3	-5854.300	-10434.619	-5819.000	-10440.601	1438.100	16.900	35.803	-51.851	nan					-5839.300	-10460.600
2026-04-08T16:19:07Z	86356.234	hex_drive	3	-5854.300	-10434.619	-5819.000	-10440.601	1438.200	14.400	35.803	-51.855	nan					-5839.300	-10460.600
2026-04-08T16:19:08Z	86357.375	hex_drive	3	-5854.300	-10434.619	-5819.100	-10440.601	1438.100	15.800	35.704	-51.866	nan					-5839.300	-10460.600
2026-04-08T16:19:09Z	86358.281	hex_drive	3	-5854.300	-10434.619	-5819.500	-10440.601	1438.100	20.900	35.310	-51.882	nan					-5839.300	-10460.600
2026-04-08T16:19:10Z	86359.359	hex_drive	3	-5854.300	-10434.619	-5820.100	-10440.601	1438.200	31.700	34.719	-51.902	nan					-5839.300	-10460.600
2026-04-08T16:19:12Z	86361.437	hex_drive	3	-5854.300	-10434.619	-5820.700	-10440.800	1438.400	42.300	34.164	-51.925	nan					-5839.300	-10460.600
2026-04-08T16:19:13Z	86362.484	hex_drive	3	-5854.300	-10434.619	-5821.600	-10441.200	1438.500	59.100	33.356	-51.931	nan					-5839.300	-10460.600
2026-04-08T16:19:14Z	86363.437	hex_drive	3	-5854.300	-10434.619	-5821.800	-10441.200	1438.600	65.100	33.159	-51.934	nan					-5839.300	-10460.600
2026-04-08T16:19:15Z	86364.453	hex_drive	3	-5854.300	-10434.619	-5821.800	-10441.101	1438.600	67.200	33.140	-51.938	nan					-5839.300	-10460.600
2026-04-08T16:19:16Z	86365.484	hex_drive	3	-5854.300	-10434.619	-5821.800	-10440.700	1438.500	71.900	33.064	-51.947	nan					-5839.300	-10460.600
2026-04-08T16:19:17Z	86366.484	hex_drive	3	-5854.300	-10434.619	-5821.800	-10440.101	1438.400	78.200	32.959	-51.962	nan					-5839.300	-10460.600
2026-04-08T16:19:18Z	86367.453	hex_drive	3	-5854.300	-10434.619	-5821.900	-10439.200	1438.400	87.900	32.722	-51.980	nan					-5839.300	-10460.600
2026-04-08T16:19:19Z	86368.468	hex_drive	3	-5854.300	-10434.619	-5822.200	-10437.800	1438.500	96.200	32.257	-51.992	nan					-5839.300	-10460.600
2026-04-08T16:19:21Z	86370.484	hex_drive	3	-5854.300	-10434.619	-5822.100	-10437.400	1438.500	92.600	32.320	-51.998	nan					-5839.300	-10460.600
2026-04-08T16:19:22Z	86371.468	hex_drive	3	-5854.300	-10434.619	-5822.100	-10437.200	1438.500	89.400	32.303	-51.997	nan					-5839.300	-10460.600
2026-04-08T16:19:23Z	86372.515	hex_drive	3	-5854.300	-10434.619	-5822.100	-10437.300	1438.500	90.100	32.311	-51.998	nan					-5839.300	-10460.600
2026-04-08T16:19:24Z	86373.562	hex_drive	3	-5854.300	-10434.619	-5822.100	-10437.200	1438.500	90.300	32.303	-52.006	nan					-5839.300	-10460.600
2026-04-08T16:19:25Z	86374.593	hex_drive	3	-5854.300	-10434.619	-5822.100	-10436.900	1438.500	94.100	32.281	-52.022	nan					-5839.300	-10460.600
2026-04-08T16:19:26Z	86375.656	hex_drive	3	-5854.300	-10434.619	-5822.400	-10436.400	1438.600	101.100	31.950	-52.041	nan					-5839.300	-10460.600
2026-04-08T16:19:27Z	86376.656	hex_drive	3	-5854.300	-10434.619	-5822.700	-10435.800	1438.700	109.000	31.622	-52.068	nan					-5839.300	-10460.600
2026-04-08T16:19:28Z	86377.656	hex_drive	3	-5854.300	-10434.619	-5823.200	-10435.200	1438.700	118.700	31.105	-52.100	nan					-5839.300	-10460.600
2026-04-08T16:19:29Z	86378.687	hex_drive	3	-5854.300	-10434.619	-5824.500	-10434.000	1438.900	134.700	29.806	-52.126	nan					-5839.300	-10460.600
2026-04-08T16:19:31Z	86380.812	hex_drive	3	-5854.300	-10434.619	-5824.900	-10433.500	1439.100	132.000	29.421	-52.156	nan					-5839.300	-10460.600
2026-04-08T16:19:32Z	86381.843	hex_drive	3	-5854.300	-10434.619	-5825.100	-10433.200	1439.200	128.400	29.234	-52.158	nan					-5839.300	-10460.600
2026-04-08T16:19:33Z	86382.843	hex_drive	3	-5854.300	-10434.619	-5825.200	-10433.000	1439.300	125.000	29.145	-52.154	nan					-5839.300	-10460.600
2026-04-08T16:19:34Z	86383.843	hex_drive	3	-5854.300	-10434.619	-5825.200	-10433.101	1439.200	126.500	29.139	-52.149	nan					-5839.300	-10460.600
2026-04-08T16:19:35Z	86384.921	hex_drive	3	-5854.300	-10434.619	-5825.100	-10433.300	1439.200	129.900	29.230	-52.150	nan					-5839.300	-10460.600
2026-04-08T16:19:36Z	86385.906	hex_drive	3	-5854.300	-10434.619	-5825.100	-10433.400	1439.200	132.200	29.225	-52.159	nan					-5839.300	-10460.600
2026-04-08T16:19:37Z	86386.937	hex_drive	3	-5854.300	-10434.619	-5825.200	-10433.300	1439.200	134.600	29.130	-52.175	nan					-5839.300	-10460.600
2026-04-08T16:19:38Z	86388.000	hex_drive	3	-5854.300	-10434.619	-5825.600	-10433.101	1439.200	140.200	28.740	-52.195	nan					-5839.300	-10460.600
2026-04-08T16:19:39Z	86389.031	hex_drive	3	-5854.300	-10434.619	-5826.600	-10432.800	1439.500	153.900	27.760	-52.216	nan					-5839.300	-10460.600
2026-04-08T16:19:40Z	86389.984	hex_drive	3	-5854.300	-10434.619	-5827.200	-10432.700	1439.600	160.400	27.168	-52.234	nan					-5839.300	-10460.600
2026-04-08T16:19:41Z	86391.062	hex_drive	3	-5854.300	-10434.619	-5827.600	-10432.500	1439.700	161.000	26.784	-52.246	nan					-5839.300	-10460.600
2026-04-08T16:19:44Z	86393.109	hex_drive	3	-5854.300	-10434.619	-5827.900	-10432.400	1439.800	158.700	26.493	-52.254	nan					-5839.300	-10460.600
2026-04-08T16:19:45Z	86394.093	hex_drive	3	-5854.300	-10434.619	-5828.000	-10432.300	1439.900	156.200	26.402	-52.249	nan					-5839.300	-10460.600
2026-04-08T16:19:46Z	86395.109	hex_drive	3	-5854.300	-10434.619	-5827.800	-10432.500	1439.800	157.900	26.584	-52.239	nan					-5839.300	-10460.600
2026-04-08T16:19:47Z	86396.125	hex_drive	3	-5854.300	-10434.619	-5827.500	-10432.601	1439.700	162.200	26.876	-52.227	nan					-5839.300	-10460.600
2026-04-08T16:19:48Z	86397.125	hex_drive	3	-5854.300	-10434.619	-5827.200	-10432.900	1439.600	167.300	27.154	-52.215	nan					-5839.300	-10460.600
2026-04-08T16:19:49Z	86398.156	hex_drive	3	-5854.300	-10434.619	-5826.900	-10433.000	1439.500	171.600	27.448	-52.206	nan					-5839.300	-10460.600
2026-04-08T16:19:50Z	86399.250	hex_drive	3	-5854.300	-10434.619	-5826.800	-10433.101	1439.400	174.400	27.542	-52.204	nan					-5839.300	-10460.600
2026-04-08T16:19:52Z	86401.296	hex_drive	3	-5854.300	-10434.619	-5826.800	-10433.200	1439.400	175.900	27.536	-52.216	nan					-5839.300	-10460.600
2026-04-08T16:19:53Z	86402.265	hex_drive	3	-5854.300	-10434.619	-5827.300	-10433.200	1439.500	179.600	27.037	-52.227	nan					-5839.300	-10460.600
2026-04-08T16:19:54Z	86403.312	hex_drive	3	-5854.300	-10434.619	-5827.700	-10433.300	1439.600	-179.200	26.633	-52.242	nan					-5839.300	-10460.600
2026-04-08T16:19:55Z	86404.359	hex_drive	3	-5854.300	-10434.619	-5828.200	-10433.300	1439.700	-177.300	26.133	-52.261	nan					-5839.300	-10460.600
2026-04-08T16:19:56Z	86405.359	hex_drive	3	-5854.300	-10434.619	-5828.800	-10433.300	1439.800	-175.800	25.534	-52.283	nan					-5839.300	-10460.600
2026-04-08T16:19:57Z	86406.437	hex_drive	3	-5854.300	-10434.619	-5829.600	-10433.400	1440.000	-174.700	24.730	-52.308	nan					-5839.300	-10460.600
2026-04-08T16:19:58Z	86407.468	hex_stop	3	-5854.300	-10434.619	-5830.400	-10433.500	1440.200	-173.800	23.926	-52.330	419.553					-5839.300	-10460.600
2026-04-08T16:19:59Z	86408.515	hex_drive	4	-5869.300	-10460.600	-5831.200	-10433.601	1440.400	-174.200	46.697	-52.349	nan					-5839.300	-10460.600
2026-04-08T16:20:00Z	86409.437	hex_drive	4	-5869.300	-10460.600	-5831.800	-10433.700	1440.600	-175.000	46.150	-52.363	nan					-5839.300	-10460.600
2026-04-08T16:20:01Z	86410.468	hex_drive	4	-5869.300	-10460.600	-5832.300	-10433.800	1440.800	-175.300	45.686	-52.381	nan					-5839.300	-10460.600
2026-04-08T16:20:02Z	86411.468	hex_drive	4	-5869.300	-10460.600	-5832.900	-10433.900	1440.900	-174.000	45.142	-52.404	nan					-5839.300	-10460.600
2026-04-08T16:20:03Z	86412.531	hex_drive	4	-5869.300	-10460.600	-5833.700	-10434.000	1441.200	-172.200	44.440	-52.427	nan					-5839.300	-10460.600
2026-04-08T16:20:04Z	86413.562	hex_drive	4	-5869.300	-10460.600	-5834.500	-10434.101	1441.400	-172.200	43.741	-52.444	nan					-5839.300	-10460.600
2026-04-08T16:20:05Z	86414.593	hex_drive	4	-5869.300	-10460.600	-5835.800	-10434.700	1441.600	-160.900	42.344	-52.458	nan					-5839.300	-10460.600
2026-04-08T16:20:07Z	86416.656	hex_drive	4	-5869.300	-10460.600	-5836.300	-10435.000	1441.600	-152.900	41.765	-52.485	nan					-5839.300	-10460.600
2026-04-08T16:20:08Z	86417.765	hex_drive	4	-5869.300	-10460.600	-5837.000	-10435.500	1441.700	-146.300	40.906	-52.490	nan					-5839.300	-10460.600
2026-04-08T16:20:09Z	86418.750	hex_drive	4	-5869.300	-10460.600	-5837.500	-10436.101	1441.700	-138.800	40.143	-52.492	nan					-5839.300	-10460.600
2026-04-08T16:20:10Z	86419.734	hex_drive	4	-5869.300	-10460.600	-5837.900	-10436.800	1441.800	-129.800	39.401	-52.491	nan					-5839.300	-10460.600
2026-04-08T16:20:12Z	86421.843	hex_drive	4	-5869.300	-10460.600	-5838.500	-10438.300	1441.900	-114.300	38.026	-52.487	nan					-5839.300	-10460.600
2026-04-08T16:20:13Z	86422.843	hex_drive	4	-5869.300	-10460.600	-5838.800	-10439.000	1441.900	-113.600	37.374	-52.485	nan					-5839.300	-10460.600
2026-04-08T16:20:14Z	86423.875	hex_drive	4	-5869.300	-10460.600	-5839.000	-10439.700	1442.000	-112.000	36.809	-52.482	nan					-5839.300	-10460.600
2026-04-08T16:20:15Z	86424.906	hex_drive	4	-5869.300	-10460.600	-5839.400	-10440.601	1442.000	-110.700	35.972	-52.480	nan					-5839.300	-10460.600
