iso_time_utc	mono_s	sample_kind	sample_idx	planned_x_m	planned_y_m	rover_x_m	rover_y_m	rover_z_m	heading_deg	goal_error_m	ping_value	predicted_radius_m	last_known_x_m	last_known_y_m
2026-04-08T04:38:07Z	44299.484	drive	1	-5848.383	-10477.482	-5863.300	-10461.400	1444.200	-13.100	21.935	-52.299	418.693	-5839.300	-10460.600
2026-04-08T04:38:08Z	44300.671	drive	1	-5848.383	-10477.482	-5862.300	-10461.500	1444.300	-5.200	21.193	-52.256	417.540	-5839.300	-10460.600
2026-04-08T04:38:09Z	44301.796	stop	1	-5848.383	-10477.482	-5861.100	-10461.601	1444.500	3.600	20.346	-52.216	416.467	-5839.300	-10460.600
2026-04-08T04:38:10Z	44302.968	drive	2	-5839.906	-10486.289	-5860.100	-10461.601	1444.500	5.500	31.895	-52.182	415.550	-5839.300	-10460.600
2026-04-08T04:38:11Z	44304.078	drive	2	-5839.906	-10486.289	-5859.100	-10461.500	1444.400	6.200	31.351	-52.149	414.651	-5839.300	-10460.600
2026-04-08T04:38:13Z	44305.187	drive	2	-5839.906	-10486.289	-5858.300	-10461.500	1444.400	6.900	30.868	-52.117	413.803	-5839.300	-10460.600
2026-04-08T04:38:14Z	44306.437	drive	2	-5839.906	-10486.289	-5857.400	-10461.300	1444.400	6.400	30.504	-52.083	412.875	-5839.300	-10460.600
2026-04-08T04:38:15Z	44307.562	drive	2	-5839.906	-10486.289	-5855.600	-10461.200	1444.600	6.300	29.593	-52.056	412.165	-5839.300	-10460.600
2026-04-08T04:38:16Z	44308.640	drive	2	-5839.906	-10486.289	-5854.900	-10461.101	1444.400	4.900	29.313	-52.022	411.261	-5839.300	-10460.600
2026-04-08T04:38:17Z	44309.718	drive	2	-5839.906	-10486.289	-5854.000	-10461.400	1444.300	-7.500	28.602	-51.986	410.294	-5839.300	-10460.600
2026-04-08T04:38:18Z	44310.843	drive	2	-5839.906	-10486.289	-5853.000	-10461.800	1444.300	-17.900	27.770	-51.948	409.273	-5839.300	-10460.600
2026-04-08T04:38:19Z	44312.015	drive	2	-5839.906	-10486.289	-5852.200	-10462.200	1444.200	-23.000	27.045	-51.915	408.406	-5839.300	-10460.600
2026-04-08T04:38:20Z	44313.156	drive	2	-5839.906	-10486.289	-5851.300	-10462.700	1444.200	-31.700	26.196	-51.885	407.615	-5839.300	-10460.600
2026-04-08T04:38:22Z	44314.234	drive	2	-5839.906	-10486.289	-5850.700	-10463.300	1444.100	-45.100	25.397	-51.862	407.002	-5839.300	-10460.600
2026-04-08T04:38:23Z	44315.375	drive	2	-5839.906	-10486.289	-5850.100	-10464.000	1444.000	-57.700	24.509	-51.843	406.501	-5839.300	-10460.600
2026-04-08T04:38:24Z	44316.531	drive	2	-5839.906	-10486.289	-5849.300	-10465.900	1443.900	-71.100	22.449	-51.829	406.135	-5839.300	-10460.600
2026-04-08T04:38:25Z	44317.656	stop	2	-5839.906	-10486.289	-5849.100	-10466.900	1443.800	-78.500	21.458	-51.817	405.808	-5839.300	-10460.600
2026-04-08T04:38:26Z	44318.781	drive	3	-5808.361	-10479.709	-5848.900	-10467.700	1443.800	-84.000	42.280	-51.808	405.576	-5839.300	-10460.600
2026-04-08T04:38:27Z	44319.968	drive	3	-5808.361	-10479.709	-5848.800	-10468.601	1443.700	-84.500	41.937	-51.800	405.381	-5839.300	-10460.600
2026-04-08T04:38:28Z	44321.140	drive	3	-5808.361	-10479.709	-5848.800	-10469.400	1443.700	-84.300	41.733	-51.791	405.129	-5839.300	-10460.600
2026-04-08T04:38:29Z	44322.171	drive	3	-5808.361	-10479.709	-5848.700	-10470.200	1443.700	-83.600	41.445	-51.782	404.887	-5839.300	-10460.600
2026-04-08T04:38:31Z	44323.421	drive	3	-5808.361	-10479.709	-5848.500	-10471.101	1443.600	-81.800	41.052	-51.765	404.457	-5839.300	-10460.600
2026-04-08T04:38:32Z	44324.531	drive	3	-5808.361	-10479.709	-5848.000	-10472.700	1443.500	-71.200	40.254	-51.747	403.977	-5839.300	-10460.600
2026-04-08T04:38:33Z	44325.687	drive	3	-5808.361	-10479.709	-5847.600	-10473.200	1443.400	-63.500	39.776	-51.723	403.342	-5839.300	-10460.600
