iso_time_utc	mono_s	phase	rover_x_m	rover_y_m	rover_z_m	dist_to_real_ltv_m	ping_strength	goal_dist_cm
2026-04-08T19:00:51Z	96060.656	drive	-5664.000	-10080.101	1440.400	788.939	1.000	41893.901
2026-04-08T19:00:53Z	96062.546	drive	-5664.000	-10080.101	1440.400	788.939	1.000	41893.901
2026-04-08T19:00:55Z	96064.281	drive	-5664.000	-10080.101	1440.400	788.939	1.000	41893.901
2026-04-08T19:00:56Z	96066.031	drive	-5664.000	-10080.300	1440.400	788.765	1.000	41875.808
2026-04-08T19:00:58Z	96067.796	drive	-5664.300	-10081.000	1440.500	788.005	1.000	41799.648
2026-04-08T19:01:00Z	96069.562	drive	-5664.900	-10082.000	1440.500	786.840	1.000	41683.732
2026-04-08T19:01:02Z	96071.343	drive	-5666.000	-10083.101	1440.600	785.341	1.000	41537.778
2026-04-08T19:01:04Z	96073.093	drive	-5667.600	-10084.101	1440.800	783.686	1.000	41380.269
2026-04-08T19:01:06Z	96075.125	drive	-5668.500	-10083.601	1440.800	783.687	1.000	41388.549
2026-04-08T19:01:07Z	96076.843	drive	-5668.600	-10083.601	1440.800	783.639	1.000	41384.419
2026-04-08T19:01:09Z	96078.593	drive	-5668.700	-10083.900	1440.800	783.328	1.000	41352.979
2026-04-08T19:01:11Z	96080.343	drive	-5668.600	-10084.000	1440.800	783.290	1.000	41348.037
2026-04-08T19:01:13Z	96082.125	drive	-5668.600	-10084.000	1440.800	783.290	1.000	41348.037
2026-04-08T19:01:14Z	96084.046	drive	-5668.600	-10084.000	1440.800	783.290	1.000	41348.037
2026-04-08T19:01:16Z	96085.843	drive	-5668.600	-10084.000	1440.800	783.290	1.000	41348.037
2026-04-08T19:01:18Z	96087.640	drive	-5668.400	-10083.601	1440.800	783.736	1.000	41392.681
2026-04-08T19:01:20Z	96089.421	drive	-5667.900	-10082.700	1440.700	784.768	1.000	41495.332
2026-04-08T19:01:22Z	96091.218	drive	-5667.200	-10081.400	1440.600	786.246	1.000	41642.609
2026-04-08T19:01:30Z	96099.125	drive	-5664.600	-10076.500	1440.200	791.802	1.000	42196.311
2026-04-08T19:01:32Z	96101.093	drive	-5664.700	-10076.800	1440.300	791.489	1.000	42164.877
2026-04-08T19:01:33Z	96102.875	drive	-5664.700	-10077.000	1440.300	791.314	1.000	42146.655
2026-04-08T19:01:35Z	96104.625	drive	-5664.700	-10077.000	1440.300	791.314	1.000	42146.655
2026-04-08T19:01:37Z	96106.421	drive	-5664.300	-10076.500	1440.200	791.947	1.000	42208.732
2026-04-08T19:01:39Z	96108.468	drive	-5663.800	-10075.601	1440.200	792.976	1.000	42311.310
