iso_time_utc	mono_s	phase	rover_x_m	rover_y_m	rover_z_m	dist_to_real_ltv_m	ping_strength	goal_dist_cm
2026-04-07T23:55:23Z	27335.609	drive	-5664.000	-10080.101	1440.400	788.939	1.000	41893.901
2026-04-07T23:55:25Z	27337.609	drive	-5664.000	-10080.101	1440.400	788.939	1.000	41893.901
2026-04-07T23:55:27Z	27339.390	drive	-5664.000	-10080.101	1440.400	788.939	1.000	41893.901
2026-04-07T23:55:28Z	27341.171	drive	-5664.100	-10080.500	1440.400	788.542	1.000	41853.437
2026-04-07T23:55:30Z	27342.921	drive	-5664.200	-10080.900	1440.500	788.141	1.000	41812.885
2026-04-07T23:55:32Z	27344.703	drive	-5664.700	-10081.700	1440.500	787.199	1.000	41719.319
2026-04-07T23:55:34Z	27346.515	drive	-5665.800	-10082.800	1440.600	785.701	1.000	41573.445
2026-04-07T23:55:36Z	27348.281	drive	-5667.500	-10083.900	1440.700	783.912	1.000	41402.637
2026-04-07T23:55:37Z	27350.062	drive	-5668.400	-10083.500	1440.800	783.824	1.000	41401.842
2026-04-07T23:55:39Z	27351.812	drive	-5668.800	-10083.601	1440.800	783.542	1.000	41376.166
2026-04-07T23:55:41Z	27353.640	drive	-5668.900	-10083.800	1440.800	783.320	1.000	41353.909
2026-04-07T23:55:43Z	27355.546	drive	-5668.700	-10083.900	1440.800	783.328	1.000	41352.979
2026-04-07T23:55:45Z	27357.343	drive	-5668.700	-10083.900	1440.800	783.328	1.000	41352.979
2026-04-07T23:55:46Z	27359.109	drive	-5668.700	-10083.900	1440.800	783.328	1.000	41352.979
2026-04-07T23:55:48Z	27361.046	drive	-5668.700	-10083.900	1440.800	783.328	1.000	41352.979
2026-04-07T23:55:50Z	27362.812	drive	-5668.700	-10083.800	1440.800	783.416	1.000	41362.142
2026-04-07T23:55:52Z	27364.546	drive	-5668.500	-10083.500	1440.800	783.775	1.000	41397.711
2026-04-07T23:55:54Z	27366.296	drive	-5668.100	-10082.700	1440.700	784.671	1.000	41487.067
2026-04-07T23:55:55Z	27368.078	drive	-5667.600	-10081.500	1440.600	785.966	1.000	41617.024
