elapsed_s,step_idx,iso_time,throttle_cmd,steering_cmd,brakes_cmd,lidar_00_cm,lidar_01_cm,lidar_02_cm,lidar_03_cm,lidar_04_cm,lidar_05_cm,lidar_06_cm,lidar_07_cm,lidar_08_cm,lidar_09_cm,lidar_10_cm,lidar_11_cm,lidar_12_cm,lidar_13_cm,lidar_14_cm,lidar_15_cm,lidar_16_cm,telemetry_throttle,telemetry_steering,telemetry_speed
1.937,36,2026-03-15T16:06:44.637,0.000,0.000,1,-1.000,519.660,-1.000,569.680,895.460,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.790,-1.000,961.120,-1.000,0.000,0.000,0.000
1.984,37,2026-03-15T16:06:44.689,0.000,0.000,1,-1.000,519.660,-1.000,569.680,895.460,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.790,-1.000,961.120,-1.000,0.000,0.000,0.000
2.047,38,2026-03-15T16:06:44.742,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.094,39,2026-03-15T16:06:44.794,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.156,40,2026-03-15T16:06:44.846,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.203,41,2026-03-15T16:06:44.899,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.250,42,2026-03-15T16:06:44.951,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.312,43,2026-03-15T16:06:45.004,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.359,44,2026-03-15T16:06:45.057,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.406,45,2026-03-15T16:06:45.110,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.469,46,2026-03-15T16:06:45.161,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.515,47,2026-03-15T16:06:45.215,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.578,48,2026-03-15T16:06:45.268,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.625,49,2026-03-15T16:06:45.321,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.672,50,2026-03-15T16:06:45.374,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.734,51,2026-03-15T16:06:45.427,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.781,52,2026-03-15T16:06:45.480,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.828,53,2026-03-15T16:06:45.531,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.890,54,2026-03-15T16:06:45.584,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
2.937,55,2026-03-15T16:06:45.637,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.000,56,2026-03-15T16:06:45.690,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.047,57,2026-03-15T16:06:45.743,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.094,58,2026-03-15T16:06:45.794,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.172,59,2026-03-15T16:06:45.870,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.219,60,2026-03-15T16:06:45.923,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.281,61,2026-03-15T16:06:45.975,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.328,62,2026-03-15T16:06:46.028,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.375,63,2026-03-15T16:06:46.080,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.437,64,2026-03-15T16:06:46.133,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.484,65,2026-03-15T16:06:46.186,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.547,66,2026-03-15T16:06:46.238,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.594,67,2026-03-15T16:06:46.291,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.640,68,2026-03-15T16:06:46.344,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.703,69,2026-03-15T16:06:46.396,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.750,70,2026-03-15T16:06:46.449,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.812,71,2026-03-15T16:06:46.502,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.859,72,2026-03-15T16:06:46.555,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.906,73,2026-03-15T16:06:46.611,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
3.969,74,2026-03-15T16:06:46.664,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.015,75,2026-03-15T16:06:46.716,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.480,405.630,642.160,315.290,306.420,654.170,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.094,76,2026-03-15T16:06:46.784,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.140,77,2026-03-15T16:06:46.836,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.203,78,2026-03-15T16:06:46.895,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.250,79,2026-03-15T16:06:46.947,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.297,80,2026-03-15T16:06:47.000,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.359,81,2026-03-15T16:06:47.051,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.406,82,2026-03-15T16:06:47.104,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.453,83,2026-03-15T16:06:47.156,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.515,84,2026-03-15T16:06:47.209,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.562,85,2026-03-15T16:06:47.262,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.625,86,2026-03-15T16:06:47.314,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.672,87,2026-03-15T16:06:47.367,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.719,88,2026-03-15T16:06:47.421,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.781,89,2026-03-15T16:06:47.473,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.828,90,2026-03-15T16:06:47.526,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.875,91,2026-03-15T16:06:47.578,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.937,92,2026-03-15T16:06:47.631,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
4.984,93,2026-03-15T16:06:47.684,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.031,94,2026-03-15T16:06:47.735,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.094,95,2026-03-15T16:06:47.788,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,430.990,442.580,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.172,96,2026-03-15T16:06:47.876,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.234,97,2026-03-15T16:06:47.937,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.297,98,2026-03-15T16:06:47.989,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.344,99,2026-03-15T16:06:48.041,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.390,100,2026-03-15T16:06:48.093,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.453,101,2026-03-15T16:06:48.145,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.500,102,2026-03-15T16:06:48.198,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.547,103,2026-03-15T16:06:48.251,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.609,104,2026-03-15T16:06:48.303,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.656,105,2026-03-15T16:06:48.356,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.719,106,2026-03-15T16:06:48.409,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.765,107,2026-03-15T16:06:48.461,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.812,108,2026-03-15T16:06:48.514,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.875,109,2026-03-15T16:06:48.567,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.922,110,2026-03-15T16:06:48.619,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
5.969,111,2026-03-15T16:06:48.672,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
6.031,112,2026-03-15T16:06:48.725,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.780,-1.000,961.130,-1.000,0.000,0.000,0.000
6.078,113,2026-03-15T16:06:48.777,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.770,-1.000,961.130,-1.000,0.000,0.000,0.000
6.125,114,2026-03-15T16:06:48.829,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.770,-1.000,961.130,-1.000,0.000,0.000,0.000
6.187,115,2026-03-15T16:06:48.881,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.770,-1.000,961.130,-1.000,0.000,0.000,0.000
6.234,116,2026-03-15T16:06:48.934,0.000,0.000,1,-1.000,519.660,-1.000,569.690,895.470,431.000,442.590,405.490,405.630,642.170,315.290,306.420,654.180,790.770,-1.000,961.130,-1.000,0.000,0.000,0.000
