elapsed_s,step_idx,iso_time,throttle_cmd,steering_cmd,brakes_cmd,lidar_00_cm,lidar_01_cm,lidar_02_cm,lidar_03_cm,lidar_04_cm,lidar_05_cm,lidar_06_cm,lidar_07_cm,lidar_08_cm,lidar_09_cm,lidar_10_cm,lidar_11_cm,lidar_12_cm,lidar_13_cm,lidar_14_cm,lidar_15_cm,lidar_16_cm,telemetry_throttle,telemetry_steering,telemetry_speed
0.047,0,2026-03-15T15:03:46.108,0.000,0.000,1,-1.000,521.080,-1.000,570.480,889.990,432.890,444.320,416.020,416.090,656.840,355.540,346.410,690.110,856.720,-1.000,962.660,-1.000,0.000,0.000,0.000
0.110,1,2026-03-15T15:03:46.167,0.000,0.000,1,-1.000,521.080,-1.000,570.480,889.990,432.890,444.320,416.020,416.090,656.840,355.540,346.410,690.110,856.720,-1.000,962.660,-1.000,0.000,0.000,0.000
0.172,2,2026-03-15T15:03:46.221,0.000,0.000,1,-1.000,521.080,-1.000,570.480,889.990,432.890,444.320,416.020,416.090,656.840,355.540,346.410,690.110,856.720,-1.000,962.660,-1.000,0.000,0.000,0.000
0.219,3,2026-03-15T15:03:46.274,0.000,0.000,1,-1.000,521.080,-1.000,570.480,889.990,432.890,444.320,416.020,416.090,656.840,355.540,346.410,690.110,856.720,-1.000,962.660,-1.000,0.000,0.000,0.000
0.281,4,2026-03-15T15:03:46.334,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.344,5,2026-03-15T15:03:46.394,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.391,6,2026-03-15T15:03:46.452,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.453,7,2026-03-15T15:03:46.505,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.500,8,2026-03-15T15:03:46.558,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.547,9,2026-03-15T15:03:46.611,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.610,10,2026-03-15T15:03:46.663,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.656,11,2026-03-15T15:03:46.716,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.719,12,2026-03-15T15:03:46.769,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.766,13,2026-03-15T15:03:46.821,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.813,14,2026-03-15T15:03:46.873,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
0.875,15,2026-03-15T15:03:46.926,0.000,0.000,1,-1.000,519.240,-1.000,569.000,893.810,430.560,442.100,405.110,405.090,641.380,314.350,305.370,653.100,856.550,-1.000,962.880,-1.000,0.000,0.000,0.000
