iso_time_utc	mono_s	mode	event	step_idx	goal_x_cm	goal_y_cm	rover_x_cm	rover_y_cm	goal_dist_cm	status
2026-04-07T23:49:38Z	26990.343	dumblocate_drive_last_known	loop_tick	0	-17230.000	-36869.961	300.000	1179.980	41893.901	
2026-04-07T23:49:38Z	26990.671	dumblocate_drive_last_known	draw	0	-17230.000	-36869.961	300.000	1179.980	41893.901	Running | Goals: 0
2026-04-07T23:49:40Z	26992.421	dumblocate_drive_last_known	loop_tick	1	-17230.000	-36869.961	300.000	1179.980	41893.901	
2026-04-07T23:49:40Z	26992.593	dumblocate_drive_last_known	draw	1	-17230.000	-36869.961	300.000	1179.980	41893.901	Running | Goals: 0
2026-04-07T23:49:42Z	26994.375	dumblocate_drive_last_known	loop_tick	2	-17230.000	-36869.961	300.000	1170.020	41884.854	
2026-04-07T23:49:42Z	26994.515	dumblocate_drive_last_known	draw	2	-17230.000	-36869.961	300.000	1170.020	41884.854	Running | Goals: 0
2026-04-07T23:49:44Z	26996.265	dumblocate_drive_last_known	loop_tick	3	-17230.000	-36869.961	289.990	1140.039	41853.437	
2026-04-07T23:49:44Z	26996.437	dumblocate_drive_last_known	draw	3	-17230.000	-36869.961	289.990	1140.039	41853.437	Running | Goals: 0
2026-04-07T23:49:46Z	26998.218	dumblocate_drive_last_known	loop_tick	4	-17230.000	-36869.961	260.010	1070.020	41777.297	
2026-04-07T23:49:46Z	26998.375	dumblocate_drive_last_known	draw	4	-17230.000	-36869.961	260.010	1070.020	41777.297	Running | Goals: 0
2026-04-07T23:49:47Z	27000.156	dumblocate_drive_last_known	loop_tick	5	-17230.000	-36869.961	189.990	970.020	41657.174	
2026-04-07T23:49:48Z	27000.296	dumblocate_drive_last_known	draw	5	-17230.000	-36869.961	189.990	970.020	41657.174	Running | Goals: 0
2026-04-07T23:49:49Z	27002.046	dumblocate_drive_last_known	loop_tick	6	-17230.000	-36869.961	69.971	860.058	41507.148	
2026-04-07T23:49:50Z	27002.187	dumblocate_drive_last_known	draw	6	-17230.000	-36869.961	69.971	860.058	41507.148	Running | Goals: 0
2026-04-07T23:49:51Z	27003.937	dumblocate_drive_last_known	loop_tick	7	-17230.000	-36869.961	0.000	820.020	41441.616	
2026-04-07T23:49:51Z	27004.140	dumblocate_drive_last_known	draw	7	-17230.000	-36869.961	0.000	820.020	41441.616	Running | Goals: 0
2026-04-07T23:49:53Z	27005.890	dumblocate_drive_last_known	loop_tick	8	-17230.000	-36869.961	-110.010	810.058	41386.930	
2026-04-07T23:49:53Z	27006.078	dumblocate_drive_last_known	draw	8	-17230.000	-36869.961	-110.010	810.058	41386.930	Running | Goals: 0
2026-04-07T23:49:55Z	27007.937	dumblocate_drive_last_known	loop_tick	9	-17230.000	-36869.961	-180.029	829.980	41376.166	
2026-04-07T23:49:55Z	27008.171	dumblocate_drive_last_known	draw	9	-17230.000	-36869.961	-180.029	829.980	41376.166	Running | Goals: 0
2026-04-07T23:49:57Z	27009.937	dumblocate_drive_last_known	loop_tick	10	-17230.000	-36869.961	-170.020	810.058	41362.142	
2026-04-07T23:49:58Z	27010.312	dumblocate_drive_last_known	draw	10	-17230.000	-36869.961	-170.020	810.058	41362.142	Running | Goals: 0
2026-04-07T23:49:59Z	27012.031	dumblocate_drive_last_known	loop_tick	11	-17230.000	-36869.961	-170.020	800.000	41352.979	
2026-04-07T23:50:00Z	27012.218	dumblocate_drive_last_known	draw	11	-17230.000	-36869.961	-170.020	800.000	41352.979	Running | Goals: 0
2026-04-07T23:50:01Z	27013.968	dumblocate_drive_last_known	loop_tick	12	-17230.000	-36869.961	-170.020	800.000	41352.979	
2026-04-07T23:50:02Z	27014.375	dumblocate_drive_last_known	draw	12	-17230.000	-36869.961	-170.020	800.000	41352.979	Running | Goals: 0
2026-04-07T23:50:03Z	27016.140	dumblocate_drive_last_known	loop_tick	13	-17230.000	-36869.961	-170.020	800.000	41352.979	
2026-04-07T23:50:04Z	27016.406	dumblocate_drive_last_known	draw	13	-17230.000	-36869.961	-170.020	800.000	41352.979	Recovering: reverse | Goals: 0
2026-04-07T23:50:05Z	27018.125	dumblocate_drive_last_known	loop_tick	14	-17230.000	-36869.961	-160.010	800.000	41357.110	
2026-04-07T23:50:06Z	27018.312	dumblocate_drive_last_known	draw	14	-17230.000	-36869.961	-160.010	800.000	41357.110	Recovering: reverse | Goals: 0
2026-04-07T23:50:07Z	27020.093	dumblocate_drive_last_known	loop_tick	15	-17230.000	-36869.961	-160.010	810.058	41366.272	
2026-04-07T23:50:08Z	27020.265	dumblocate_drive_last_known	draw	15	-17230.000	-36869.961	-160.010	810.058	41366.272	Recovering: reverse | Goals: 0
2026-04-07T23:50:09Z	27022.078	dumblocate_drive_last_known	loop_tick	16	-17230.000	-36869.961	-120.020	879.980	41446.466	
2026-04-07T23:50:10Z	27022.406	dumblocate_drive_last_known	draw	16	-17230.000	-36869.961	-120.020	879.980	41446.466	Recovering: reverse | Goals: 0
2026-04-07T23:50:11Z	27024.171	dumblocate_drive_last_known	loop_tick	17	-17230.000	-36869.961	-70.020	990.039	41567.349	
2026-04-07T23:50:23Z	27035.656	dumblocate_drive_last_known	draw	17	-17230.000	-36869.961	-70.020	990.039	41567.349	Heading correction: forward | Running | Goals: 0
2026-04-07T23:50:25Z	27037.437	dumblocate_drive_last_known	loop_tick	18	-17230.000	-36869.961	139.990	1390.039	42018.379	
2026-04-07T23:50:25Z	27037.671	dumblocate_drive_last_known	draw	18	-17230.000	-36869.961	139.990	1390.039	42018.379	Heading correction: reverse | Running | Goals: 0
2026-04-07T23:50:27Z	27039.500	dumblocate_drive_last_known	loop_tick	19	-17230.000	-36869.961	129.980	1379.980	42005.082	
2026-04-07T23:50:27Z	27039.781	dumblocate_drive_last_known	draw	19	-17230.000	-36869.961	129.980	1379.980	42005.082	Heading correction: reverse | Running | Goals: 0
2026-04-07T23:50:29Z	27041.531	dumblocate_drive_last_known	loop_tick	20	-17230.000	-36869.961	129.980	1370.020	41996.012	
2026-04-07T23:50:29Z	27041.734	dumblocate_drive_last_known	draw	20	-17230.000	-36869.961	129.980	1370.020	41996.012	Heading correction: reverse | Running | Goals: 0
2026-04-07T23:50:31Z	27043.484	dumblocate_drive_last_known	loop_tick	21	-17230.000	-36869.961	160.010	1400.000	42035.727	
2026-04-07T23:50:31Z	27043.671	dumblocate_drive_last_known	draw	21	-17230.000	-36869.961	160.010	1400.000	42035.727	Heading correction: forward | Running | Goals: 0
2026-04-07T23:50:33Z	27045.421	dumblocate_drive_last_known	loop_tick	22	-17230.000	-36869.961	210.010	1479.980	42129.229	
2026-04-07T23:50:33Z	27045.687	dumblocate_drive_last_known	draw	22	-17230.000	-36869.961	210.010	1479.980	42129.229	Heading correction: forward | Running | Goals: 0
2026-04-07T23:50:35Z	27047.453	dumblocate_drive_last_known	loop_tick	23	-17230.000	-36869.961	239.990	1560.058	42214.535	
2026-04-07T23:50:35Z	27047.625	dumblocate_drive_last_known	draw	23	-17230.000	-36869.961	239.990	1560.058	42214.535	Running | Goals: 0
2026-04-07T23:50:37Z	27049.343	dumblocate_drive_last_known	loop_tick	24	-17230.000	-36869.961	260.010	1629.980	42286.475	
2026-04-07T23:50:37Z	27049.531	dumblocate_drive_last_known	draw	24	-17230.000	-36869.961	260.010	1629.980	42286.475	Running | Goals: 0
2026-04-07T23:50:39Z	27051.250	dumblocate_drive_last_known	loop_tick	25	-17230.000	-36869.961	269.971	1640.039	42299.753	
2026-04-07T23:50:39Z	27051.453	dumblocate_drive_last_known	draw	25	-17230.000	-36869.961	269.971	1640.039	42299.753	Running | Goals: 0
2026-04-07T23:50:41Z	27053.234	dumblocate_drive_last_known	loop_tick	26	-17230.000	-36869.961	279.980	1610.058	42276.605	
2026-04-07T23:50:41Z	27053.421	dumblocate_drive_last_known	draw	26	-17230.000	-36869.961	279.980	1610.058	42276.605	Running | Goals: 0
2026-04-07T23:50:43Z	27055.187	dumblocate_drive_last_known	loop_tick	27	-17230.000	-36869.961	300.000	1540.039	42221.191	
2026-04-07T23:50:43Z	27055.390	dumblocate_drive_last_known	draw	27	-17230.000	-36869.961	300.000	1540.039	42221.191	Running | Goals: 0
2026-04-07T23:50:44Z	27057.125	dumblocate_drive_last_known	loop_tick	28	-17230.000	-36869.961	319.971	1440.039	42138.552	
2026-04-07T23:50:45Z	27057.484	dumblocate_drive_last_known	draw	28	-17230.000	-36869.961	319.971	1440.039	42138.552	Running | Goals: 0
2026-04-07T23:50:47Z	27059.218	dumblocate_drive_last_known	loop_tick	29	-17230.000	-36869.961	360.010	1320.020	42046.201	
2026-04-07T23:50:47Z	27059.531	dumblocate_drive_last_known	draw	29	-17230.000	-36869.961	360.010	1320.020	42046.201	Running | Goals: 0
2026-04-07T23:50:49Z	27061.265	dumblocate_drive_last_known	loop_tick	30	-17230.000	-36869.961	389.990	1170.020	41922.597	
2026-04-07T23:50:49Z	27061.484	dumblocate_drive_last_known	draw	30	-17230.000	-36869.961	389.990	1170.020	41922.597	Running | Goals: 0
2026-04-07T23:50:51Z	27063.281	dumblocate_drive_last_known	loop_tick	31	-17230.000	-36869.961	429.980	1000.000	41785.271	
2026-04-07T23:50:51Z	27063.453	dumblocate_drive_last_known	draw	31	-17230.000	-36869.961	429.980	1000.000	41785.271	Running | Goals: 0
2026-04-07T23:50:53Z	27065.250	dumblocate_drive_last_known	loop_tick	32	-17230.000	-36869.961	460.010	820.020	41634.974	
2026-04-07T23:50:53Z	27065.562	dumblocate_drive_last_known	draw	32	-17230.000	-36869.961	460.010	820.020	41634.974	Running | Goals: 0
2026-04-07T23:50:55Z	27067.281	dumblocate_drive_last_known	loop_tick	33	-17230.000	-36869.961	469.971	650.000	41485.376	
2026-04-07T23:50:55Z	27067.406	dumblocate_drive_last_known	draw	33	-17230.000	-36869.961	469.971	650.000	41485.376	Running | Goals: 0
2026-04-07T23:50:56Z	27069.156	dumblocate_drive_last_known	loop_tick	34	-17230.000	-36869.961	469.971	490.039	41340.762	
2026-04-07T23:50:57Z	27069.296	dumblocate_drive_last_known	draw	34	-17230.000	-36869.961	469.971	490.039	41340.762	Running | Goals: 0
2026-04-07T23:50:58Z	27071.015	dumblocate_drive_last_known	loop_tick	35	-17230.000	-36869.961	460.010	290.039	41155.826	
2026-04-07T23:50:58Z	27071.156	dumblocate_drive_last_known	draw	35	-17230.000	-36869.961	460.010	290.039	41155.826	Running | Goals: 0
2026-04-07T23:51:00Z	27072.890	dumblocate_drive_last_known	loop_tick	36	-17230.000	-36869.961	450.000	200.000	41070.237	
2026-04-07T23:51:00Z	27073.031	dumblocate_drive_last_known	draw	36	-17230.000	-36869.961	450.000	200.000	41070.237	Running | Goals: 0
2026-04-07T23:51:02Z	27074.781	dumblocate_drive_last_known	loop_tick	37	-17230.000	-36869.961	400.000	-9.961	40859.228	
2026-04-07T23:51:02Z	27074.906	dumblocate_drive_last_known	draw	37	-17230.000	-36869.961	400.000	-9.961	40859.228	Running | Goals: 0
2026-04-07T23:51:04Z	27076.625	dumblocate_drive_last_known	loop_tick	38	-17230.000	-36869.961	300.000	-220.020	40626.581	
2026-04-07T23:51:04Z	27076.750	dumblocate_drive_last_known	draw	38	-17230.000	-36869.961	300.000	-220.020	40626.581	Running | Goals: 0
2026-04-07T23:51:06Z	27078.500	dumblocate_drive_last_known	loop_tick	39	-17230.000	-36869.961	139.990	-379.980	40413.305	
2026-04-07T23:51:06Z	27078.703	dumblocate_drive_last_known	draw	39	-17230.000	-36869.961	139.990	-379.980	40413.305	Running | Goals: 0
2026-04-07T23:51:08Z	27080.500	dumblocate_drive_last_known	loop_tick	40	-17230.000	-36869.961	-60.010	-479.980	40237.287	
2026-04-07T23:51:08Z	27080.640	dumblocate_drive_last_known	draw	40	-17230.000	-36869.961	-60.010	-479.980	40237.287	Running | Goals: 0
2026-04-07T23:51:10Z	27082.375	dumblocate_drive_last_known	loop_tick	41	-17230.000	-36869.961	-239.990	-539.942	40106.493	
2026-04-07T23:51:10Z	27082.515	dumblocate_drive_last_known	draw	41	-17230.000	-36869.961	-239.990	-539.942	40106.493	Running | Goals: 0
2026-04-07T23:51:12Z	27084.218	dumblocate_drive_last_known	loop_tick	42	-17230.000	-36869.961	-430.029	-589.942	39980.981	
2026-04-07T23:51:12Z	27084.359	dumblocate_drive_last_known	draw	42	-17230.000	-36869.961	-430.029	-589.942	39980.981	Running | Goals: 0
2026-04-07T23:51:13Z	27086.062	dumblocate_drive_last_known	loop_tick	43	-17230.000	-36869.961	-580.029	-639.942	39872.746	
2026-04-07T23:51:14Z	27086.203	dumblocate_drive_last_known	draw	43	-17230.000	-36869.961	-580.029	-639.942	39872.746	Heading correction: forward | Running | Goals: 0
2026-04-07T23:51:15Z	27087.953	dumblocate_drive_last_known	loop_tick	44	-17230.000	-36869.961	-739.990	-709.961	39742.496	
2026-04-07T23:51:15Z	27088.093	dumblocate_drive_last_known	draw	44	-17230.000	-36869.961	-739.990	-709.961	39742.496	Heading correction: forward | Running | Goals: 0
2026-04-07T23:51:17Z	27089.906	dumblocate_drive_last_known	loop_tick	45	-17230.000	-36869.961	-810.010	-779.980	39649.751	
