timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag
0,310.009800,1179.980400,49.994000,-90.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0
1,310.009800,1179.980400,39.996400,-90.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0
2,310.009800,1179.980400,39.996400,-90.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0
3,310.009800,1179.980400,39.996400,-90.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0
4,310.009800,1179.980400,39.996400,-90.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0
5,310.009800,1179.980400,39.996400,-90.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0
6,310.009800,1179.980400,39.996400,-90.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0
7,310.009800,1179.980400,39.996400,-90.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0
8,310.009800,1170.019500,39.996400,-90.199997,-0.003491,0.999994,0.000000,-0.999994,-0.003491,0.000000,0.000000,0.000000,1.000000,0
9,310.009800,1170.019500,39.996400,-90.199997,-0.003491,0.999994,0.000000,-0.999994,-0.003491,0.000000,0.000000,0.000000,1.000000,0
10,310.009800,1170.019500,39.996400,-90.199997,-0.003491,0.999994,0.000000,-0.999994,-0.003491,0.000000,0.000000,0.000000,1.000000,0
11,310.009800,1170.019500,39.996400,-90.199997,-0.003491,0.999994,0.000000,-0.999994,-0.003491,0.000000,0.000000,0.000000,1.000000,0
12,310.009800,1170.019500,49.994000,-90.500000,-0.008727,0.999962,0.000000,-0.999962,-0.008727,0.000000,0.000000,0.000000,1.000000,0
13,310.009800,1170.019500,49.994000,-90.500000,-0.008727,0.999962,0.000000,-0.999962,-0.008727,0.000000,0.000000,0.000000,1.000000,0
14,310.009800,1170.019500,49.994000,-90.500000,-0.008727,0.999962,0.000000,-0.999962,-0.008727,0.000000,0.000000,0.000000,1.000000,0
15,300.000000,1170.019500,49.994000,-91.000000,-0.017452,0.999848,0.000000,-0.999848,-0.017452,0.000000,0.000000,0.000000,1.000000,0
16,300.000000,1170.019500,49.994000,-91.000000,-0.017452,0.999848,0.000000,-0.999848,-0.017452,0.000000,0.000000,0.000000,1.000000,0
